"census","sector_type","longitude","latitude","census_pop","total","july","aug","sept","oct","nov","dec","jan","feb","mar","apr","may","june","count"
293201,"Residential",-118.3,33.83,6540,224275,40244,27473,14578,25123,13558,462,37092,413,30130,455,34500,247,1067
293202,"Residential",-118.3,33.82,6622,175044,30446,169,30068,415,29125,164,31428,236,25324,251,27307,111,581
293302,"Residential",-118.3,33.8,4302,147747,27025,937,26410,983,24828,1128,22738,908,19347,908,21430,1105,761
293304,"Business",-118.3,33.79,4207,4212,416,423,391,419,440,450,453,266,181,227,250,296,16
294120,"Business",-118.25,33.79,2529,125746,10656,10336,10540,9155,1871,25890,679,10338,19226,11196,9206,6653,94
294200,"Business",-118.27,33.79,4425,21328,2088,1970,2094,1977,1397,1778,1185,391,3276,1647,1633,1892,65
294510,"Business",-118.27,33.79,4266,7293,645,663,618,645,755,549,596,471,731,548,532,540,24
294610,"Business",-118.26,33.79,3875,104154,317,312,347,342,308,312,622,336,338,316,100292,312,27
294700,"Business",-118.26,33.78,3270,3137100,247728,277507,344377,265561,247948,426565,177125,138590,11651,629803,162794,207451,437
294700,"Residential",-118.26,33.78,3270,75070,169,13134,161,12836,200,12740,244,11909,113,11020,233,12311,276
294810,"Business",-118.27,33.78,4039,11617,529,1590,464,474,2175,870,414,363,359,2511,887,981,28
294820,"Business",-118.27,33.78,3555,23276,2038,2167,2439,1891,1935,1815,2165,1887,1611,1681,1709,1938,71
294900,"Government",-118.28,33.78,3262,61830,2492,5815,9319,6982,3585,4794,3324,6655,3239,8427,3339,3859,45
295101,"Residential",-118.3,33.76,5188,220253,42268,1057,40937,872,37156,553,33273,449,27962,182,35413,131,828
296100,"Government",-118.27,33.74,1434,487327,37852,19608,48160,76944,103406,77434,33755,15227,18372,26485,13285,16799,61
296220,"Business",-118.28,33.74,3605,47020,3114,3517,4335,3083,3312,3109,2878,12750,2540,3034,2687,2661,99
296300,"Business",-118.3,33.76,4348,24738,2003,2942,2595,2515,2134,2022,1916,1014,1216,2143,1899,2339,77
296400,"Government",-118.31,33.74,6294,34230,2420,3732,3963,3523,2990,2467,1819,1842,1537,2777,3268,3892,19
296400,"Residential",-118.31,33.74,6294,296607,53148,3654,54590,3837,47980,3276,43767,3116,34116,3070,42568,3485,1836
296500,"Residential",-118.29,33.75,3796,122387,16760,6154,16946,5141,16305,4636,14890,4655,13192,4155,14997,4556,788
296600,"Residential",-118.29,33.74,5200,179571,19129,13523,19291,13366,17267,12462,17547,11990,15191,11172,16536,12097,841
296900,"Business",-118.29,33.73,8250,19000,1775,1515,1542,1756,1560,1737,1463,1378,1485,1637,1298,1854,83
296900,"Residential",-118.29,33.73,8250,256103,26683,16223,28358,16635,29121,15670,26638,16340,24156,15502,25478,15299,1116
297000,"Business",-118.31,33.73,5482,25360,2137,2024,2464,2167,1833,2203,2018,1982,2268,1963,2118,2183,49
297000,"Residential",-118.31,33.73,5482,234561,43675,237,45191,97,39427,791,34961,597,30206,63,39300,16,1412
297120,"Residential",-118.28,33.73,3358,94758,9,17331,0,16232,104,15768,22,15042,61,14436,26,15727,454
297200,"Residential",-118.3,33.72,8011,263715,28143,18945,28014,18210,27407,18240,24134,17955,22170,18209,24195,18093,1494
297300,"Business",-118.31,33.72,2886,21021,2038,1944,1069,876,17,1882,16,1299,1596,808,792,8684,19
297600,"Residential",-118.29,33.71,6572,182271,2077,30923,1756,29686,413,31218,502,27662,511,27572,463,29488,1189
535200,"Residential",-118.25,33.95,5358,10280,1315,383,1210,63,2386,90,1679,0,1707,0,1447,0,24
609900,"Residential",-118.3,33.74,1678,30634,5740,0,6112,16,5171,6,5044,0,3954,7,4581,3,194
700100,"Government",-118.35,34.09,10257,9047,1775,638,1263,820,0,1140,478,456,366,664,634,813,16
700500,"Business",-118.38,34.09,7994,143462,12558,11944,12743,13459,2070,20883,1728,9744,22901,11206,11743,12483,164
701100,"Residential",-118.46,34.05,682,2315,366,0,476,0,499,0,326,0,102,0,546,0,19
702803,"Business",-118.43,34,3048,74423,6476,7466,6402,7197,4569,7000,6031,5270,5096,6670,4259,7987,178
