"caseid","state","age","gender","citizen","marital_stat","veteran","active_armedforces","emp_status","multi_jobs","work_class","retired","fulltime_emp","hours_worked","fam_income","household_size","household_kids","household_child","phys_challenge","travel","phone","volunteer","religion","sports","social","food","gov_civic","household","pro_services","purchasing","education","work","care_nonhousehold","care_household","household_chores","personal_care","sleep","groom","health_related","eating","class","homework","socializing"
"20160908161608","Mississippi",56,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",70,"$150,000 and over",4,1,"Yes","No difficulty",4,30,0,30,0,170,30,0,0,0,0,0,117,0,0,9,1050,990,60,0,30,0,0,170
"20160907162353","New York",35,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, federal","No answer","Full time",40,"$150,000 and over",4,2,"Yes","No difficulty",67,60,0,0,0,60,60,0,0,35,50,0,496,0,30,47,535,430,105,0,60,0,0,60
"20160908161218","Washington",60,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$75,000 to $99,999",1,0,"No","No difficulty",105,0,0,0,0,345,0,0,0,5,45,0,0,0,0,330,610,580,30,0,0,0,0,345
"20160706162014","California",80,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$50,000 to $59,999",1,0,"No","No difficulty",35,0,0,0,0,420,45,0,0,0,0,0,0,15,0,335,590,590,0,0,45,0,0,420
"20160908161623","Texas",80,"Female","Foreign born, US citizen","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$7,500 to $9,999",1,0,"No","Has difficulty",0,0,0,0,0,425,15,0,0,0,0,0,0,0,0,110,820,770,50,0,15,0,0,425
"20160706161984","Alabama",25,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"Less than $5,000",1,0,"No","Has difficulty",55,0,0,0,0,240,60,0,0,0,0,0,485,0,0,60,540,450,90,0,60,0,0,240
"20160605161795","Utah",72,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$15,000 to $19,999",2,0,"No","No difficulty",20,10,0,0,0,360,105,0,0,0,0,0,0,90,0,340,515,515,0,0,105,0,0,360
"20161010160027","Maryland",16,"Male","Native, Born in USA","Never married","No answer","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$150,000 and over",3,1,"Yes","Has difficulty",54,0,0,0,0,145,45,0,0,0,0,590,0,1,0,0,605,579,20,6,45,590,0,145
"20160503161244","Mississippi",33,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",NA,"$15,000 to $19,999",4,3,"Yes","No difficulty",20,15,0,0,0,440,15,0,0,0,0,0,0,0,0,20,930,840,90,0,15,0,0,440
"20160706160610","Arizona",57,"Male","Foreign born, US citizen","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",33,"$25,000 to $29,999",2,1,"Yes","No difficulty",70,0,0,0,0,150,75,0,0,0,60,0,0,0,0,362,723,693,30,0,75,0,0,150
"20160403161032","Massachusetts",38,"Female","Foreign born, US citizen","Separated","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",55,"$30,000 to $34,999",6,2,"Yes","No difficulty",114,15,0,0,0,22,25,0,0,0,0,0,675,10,37,47,494,430,64,0,25,0,0,22
"20160302162153","Colorado",78,"Male","Native, Born in USA","Widowed","Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Part time",10,"$15,000 to $19,999",1,0,"No","No difficulty",110,0,0,0,290,405,115,0,0,0,5,0,0,0,0,13,502,457,45,0,115,0,0,405
"20160908161067","North Carolina",37,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$15,000 to $19,999",5,3,"Yes","No difficulty",0,0,0,0,0,80,30,0,0,0,0,0,0,0,135,585,610,580,30,0,30,0,0,80
"20160201161198","Florida",58,"Male","Native, Born in Territory","Married","Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$30,000 to $34,999",2,0,"No","No difficulty",60,0,0,0,0,630,10,0,0,0,0,0,0,0,0,0,632,600,32,0,10,0,0,630
"20161211161552","Ohio",64,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Part time",30,"$15,000 to $19,999",1,0,"No","No difficulty",17,45,0,0,0,165,55,0,0,0,120,0,135,0,0,215,688,668,20,0,55,0,0,165
"20160403160145","Georgia",24,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$30,000 to $34,999",4,2,"Yes","No difficulty",78,0,0,0,0,218,160,0,0,0,90,0,0,5,105,75,649,634,15,0,160,0,0,218
"20160202160678","Texas",58,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Self-employed, incorporated","No answer","Full time",40,"$50,000 to $59,999",2,0,"No","No difficulty",28,0,0,60,0,225,85,0,0,0,0,0,0,0,62,425,555,510,45,0,85,0,0,225
"20161110161779","Oregon",27,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Part time",25,"$60,000 to $74,999",2,0,"No","No difficulty",117,0,0,0,0,418,155,15,0,30,20,30,45,0,0,160,450,440,10,0,155,0,30,418
"20160302160515","Louisiana",76,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$30,000 to $34,999",2,0,"No","No difficulty",35,0,0,0,0,220,0,0,0,0,25,0,0,0,0,290,750,690,60,0,0,0,0,220
"20160808160920","Ohio",50,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Part time",20,"$60,000 to $74,999",1,0,"No","Has difficulty",79,0,0,0,0,75,25,0,0,0,15,0,502,0,0,274,470,430,40,0,25,0,0,75
"20161211162491","Washington",33,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",3,1,"Yes","No difficulty",151,0,0,120,0,150,150,0,0,0,10,0,0,10,184,0,665,665,0,0,150,0,0,150
"20160112152319","Missori",70,"Male","Native, Born in USA","Never married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$25,000 to $29,999",1,0,"No","No difficulty",0,0,0,0,0,600,25,0,0,0,0,0,0,0,0,0,815,780,20,15,25,0,0,600
"20161211162380","Florida",57,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$40,000 to $49,999",2,0,"No","No difficulty",0,0,0,0,0,0,150,0,0,0,0,0,0,420,0,60,810,770,40,0,150,0,0,0
"20161211161167","Texas",64,"Female","Foreign born, US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",2,0,"No","No difficulty",120,35,0,0,0,70,180,0,0,0,0,0,475,0,0,0,560,510,50,0,180,0,0,70
"20160403161289","Tennessee",34,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$60,000 to $74,999",5,3,"Yes","No difficulty",135,0,0,5,20,35,55,0,0,0,15,0,660,0,0,80,435,395,40,0,55,0,0,35
"20160401161479","California",35,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$25,000 to $29,999",4,2,"Yes","No difficulty",110,0,0,0,0,120,60,0,0,0,0,0,470,30,0,180,470,410,60,0,60,0,0,120
"20160302162116","California",36,"Female","Native, Born in USA","Never married","Non-Veteran","No","Unemployed, Looking","No answer","No answer","No answer","No answer",NA,"$40,000 to $49,999",1,0,"No","No difficulty",53,105,0,0,60,402,45,0,0,0,90,0,0,0,0,60,625,595,30,0,45,0,0,402
"20161211161019","Pennsylvania",17,"Male","Native, Born in USA","Never married","No answer","No","Employed","No","Private, for profit","No answer","Part time",16,"$75,000 to $99,999",3,1,"Yes","No difficulty",86,0,0,135,0,160,70,0,0,0,0,444,0,0,0,0,545,510,35,0,70,414,30,160
"20160807161985","Ohio",32,"Female","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$40,000 to $49,999",1,0,"No","No difficulty",200,0,0,0,229,315,95,0,0,0,0,0,0,2,0,20,579,449,130,0,95,0,0,315
"20160201161652","Virginia",72,"Female","Native, Born in USA","Divored","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$60,000 to $74,999",1,0,"No","No difficulty",90,87,0,0,0,263,255,0,0,0,0,0,0,0,0,105,640,590,50,0,255,0,0,263
"20161211162363","Kentucky",37,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$20,000 to $24,999",4,3,"Yes","No difficulty",10,0,0,0,0,180,30,0,0,0,0,0,260,0,90,240,630,560,70,0,30,0,0,180
"20161110162095","Georgia",59,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$50,000 to $59,999",3,0,"No","No difficulty",30,0,0,0,0,165,30,0,0,0,195,0,0,30,0,450,540,540,0,0,30,0,0,165
"20161109161521","Maryland",61,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$150,000 and over",2,0,"No","No difficulty",120,0,0,0,0,670,20,0,0,0,0,0,0,0,0,0,630,590,40,0,20,0,0,670
"20160504162306","Texas",40,"Male","Foreign born, not US citizen","Never married","Non-Veteran","No","Employed","No","Self-employed, unincorporated","No answer","Full time",NA,"$25,000 to $29,999",2,0,"No","No difficulty",50,0,0,0,0,450,5,0,0,0,25,0,220,0,0,120,570,450,120,0,5,0,0,450
"20160706160865","California",70,"Female","Native, born abroad","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$30,000 to $34,999",2,0,"No","No difficulty",30,0,0,0,0,570,30,0,0,0,30,0,0,0,0,330,450,420,30,0,30,0,0,570
"20161211161305","Florida",71,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$15,000 to $19,999",1,0,"No","No difficulty",0,0,0,0,0,640,5,0,0,0,0,0,0,0,0,345,450,360,90,0,5,0,0,640
"20160605160988","North Carolina",41,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",4,2,"Yes","No difficulty",60,0,0,0,460,150,60,0,0,0,0,0,0,0,0,60,650,600,50,0,60,0,0,150
"20160908161155","New York",42,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$150,000 and over",2,0,"No","No difficulty",135,0,0,0,0,594,75,0,0,0,0,0,271,0,0,15,350,310,40,0,75,0,0,594
"20160111151887","Ohio",71,"Male","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$25,000 to $29,999",1,0,"No","No difficulty",60,0,0,0,0,419,280,0,0,60,0,0,0,0,0,21,600,600,0,0,280,0,0,419
"20161110160101","Georgia",62,"Male","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"Less than $5,000",1,0,"No","No difficulty",0,0,0,0,0,760,10,0,0,0,0,0,0,0,0,10,660,650,10,0,10,0,0,760
"20160201160726","Kansas",43,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",30,"$30,000 to $34,999",2,1,"Yes","No difficulty",64,0,0,0,0,260,60,0,0,0,0,0,389,0,22,105,540,497,43,0,60,0,0,260
"20161110161175","California",79,"Female","Foreign born, US citizen","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$150,000 and over",1,0,"No","No difficulty",0,30,0,0,0,345,15,0,0,0,0,0,0,0,0,480,570,570,0,0,15,0,0,345
"20161110161169","New York",42,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",48,"$100,000 to $149,999",4,2,"Yes","No difficulty",175,0,0,0,0,70,100,0,0,0,0,0,600,0,40,0,455,440,15,0,100,0,0,70
"20160403160099","Pennsylvania",85,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$60,000 to $74,999",1,0,"No","Has difficulty",0,0,0,0,0,465,45,0,0,0,0,0,0,0,0,0,930,900,30,0,45,0,0,465
"20160302160810","North Carolina",65,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$75,000 to $99,999",3,1,"Yes","No difficulty",10,0,0,0,0,349,32,0,0,0,0,0,0,0,48,471,530,495,35,0,32,0,0,349
"20160201162379","Texas",66,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$40,000 to $49,999",1,0,"No","No difficulty",110,0,0,0,0,190,75,0,0,0,60,0,475,0,0,25,505,450,55,0,75,0,0,190
"20160806161606","California",41,"Male","Foreign born, not US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",4,2,"Yes","No difficulty",95,5,0,0,0,0,295,0,0,0,90,0,485,0,45,30,395,360,35,0,295,0,0,0
"20160112150818","New Jersey",44,"Female","Native, Born in USA","Separated","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$30,000 to $34,999",3,2,"Yes","No difficulty",120,0,0,240,0,440,130,0,0,0,0,0,0,0,0,0,510,480,30,0,130,0,0,440
"20160605161441","New Jersey",68,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$60,000 to $74,999",2,0,"No","No difficulty",30,0,0,0,60,450,30,0,90,0,0,0,0,0,0,210,570,570,0,0,30,0,0,450
"20161111161537","Florida",64,"Male","Native, Born in USA","Married","Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$30,000 to $34,999",2,0,"No","No difficulty",45,0,0,0,0,235,115,0,0,0,0,0,490,0,0,15,480,450,30,0,115,0,0,235
"20160807160720","Louisiana",24,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",10,"$30,000 to $34,999",4,2,"Yes","Has difficulty",0,0,0,0,0,0,7,0,0,0,0,210,0,0,352,347,524,494,30,0,7,0,210,0
"20160302160722","Georgia",43,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",50,"$75,000 to $99,999",3,1,"Yes","No difficulty",80,0,0,0,60,125,90,0,0,0,0,0,510,0,30,0,545,510,35,0,90,0,0,125
"20160807162360","Massachusetts",72,"Male","Foreign born, US citizen","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$10,000 to $12,499",1,0,"No","Has difficulty",20,0,0,0,0,665,140,0,0,0,15,0,0,15,0,360,210,210,0,0,140,0,0,665
"20160707162048","New York",44,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",10,"$40,000 to $49,999",3,1,"Yes","No difficulty",55,0,0,0,120,205,70,0,0,0,60,0,55,7,228,190,450,405,45,0,70,0,0,205
"20160504161814","Illinois",63,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$60,000 to $74,999",1,0,"No","No difficulty",150,0,0,0,30,85,0,0,0,0,0,0,375,0,0,135,515,420,95,0,0,0,0,85
"20160404160025","Tennessee",34,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",34,"$60,000 to $74,999",4,2,"Yes","No difficulty",77,1,0,0,0,297,150,0,0,0,135,0,0,0,0,120,660,630,30,0,150,0,0,297
"20160505161466","Pennsylvania",27,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",40,"$35,000 to $39,999",2,0,"No","No difficulty",45,0,0,0,0,135,50,0,0,0,5,0,465,0,0,110,630,600,30,0,50,0,0,135
"20160908161047","Texas",47,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",2,0,"No","No difficulty",120,0,0,120,0,55,27,0,0,45,0,0,525,0,0,3,545,480,65,0,27,0,0,55
"20160706161980","Wisconsin",60,"Female","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",NA,"$30,000 to $34,999",1,0,"No","No difficulty",30,0,0,0,0,143,75,0,0,0,0,0,395,45,0,45,707,675,32,0,75,0,0,143
"20160504160954","New Mexico",47,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","Yes","Government, local","No answer","Full time",42,"$75,000 to $99,999",1,0,"No","No difficulty",44,0,0,105,60,150,90,0,0,0,55,0,0,0,0,321,615,595,20,0,90,0,0,150
"20160909161879","Georgia",53,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$15,000 to $19,999",3,1,"Yes","No difficulty",0,0,0,0,0,200,80,0,0,0,0,0,0,0,130,585,445,445,0,0,80,0,0,200
"20160112151388","Florida",57,"Female","Foreign born, US citizen","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",1,0,"No","Has difficulty",30,0,0,0,0,165,120,0,0,0,0,0,495,0,0,0,630,540,90,0,120,0,0,165
"20160605161565","Louisiana",68,"Male","Native, Born in USA","Divored","Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$60,000 to $74,999",1,0,"No","No difficulty",20,0,0,0,0,355,0,0,60,0,0,0,490,0,0,20,495,390,104,1,0,0,0,355
"20161110161537","California",24,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",2,0,"No","No difficulty",90,0,0,0,0,500,150,0,0,0,0,0,0,0,0,20,450,450,0,0,150,0,0,500
"20160808160823","Texas",58,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",52,"$50,000 to $59,999",7,5,"Yes","No difficulty",40,0,0,135,0,0,60,0,0,0,0,0,0,0,60,305,735,615,120,0,60,0,0,0
"20160808162147","California",44,"Female","Foreign born, not US citizen","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$12,500 to $14,999",10,6,"Yes","No difficulty",60,0,0,0,30,355,30,0,0,0,40,0,0,0,110,185,630,630,0,0,30,0,0,355
"20160403160599","Nebraska",47,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Part time",32,"$40,000 to $49,999",6,2,"Yes","No difficulty",12,0,0,60,0,150,40,0,0,0,0,0,372,0,127,225,454,454,0,0,40,0,0,150
"20160706161109","Mississippi",67,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$75,000 to $99,999",2,0,"No","No difficulty",0,0,0,0,0,455,30,0,0,0,0,0,0,0,0,465,490,420,70,0,30,0,0,455
"20161009161470","Arizona",36,"Female","Foreign born, US citizen","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$5,000 to $7,499",2,0,"No","Has difficulty",0,0,0,0,0,660,90,0,0,0,0,0,0,0,0,60,630,630,0,0,90,0,0,660
"20160112150724","Arkansas",15,"Female","Native, Born in USA","Never married","No answer","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$20,000 to $24,999",4,2,"Yes","No difficulty",70,0,0,0,30,653,72,0,0,0,0,0,0,0,0,0,615,600,15,0,72,0,0,653
"20160605160009","Michigan",50,"Female","Native, Born in USA","Never married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$7,500 to $9,999",2,0,"No","Has difficulty",0,0,0,0,30,495,45,0,0,0,0,0,0,0,0,120,720,690,30,0,45,0,0,495
"20161009161817","Connecticut",73,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$100,000 to $149,999",2,0,"No","No difficulty",100,0,0,0,30,740,90,0,0,0,90,0,0,0,0,90,300,240,60,0,90,0,0,740
"20160301160948","Louisiana",50,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$100,000 to $149,999",3,1,"Yes","No difficulty",30,0,0,0,0,205,50,0,0,0,0,0,465,0,30,110,550,505,45,0,50,0,0,205
"20160112151648","California",30,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",30,"$12,500 to $14,999",2,1,"Yes","No difficulty",105,0,0,0,0,0,10,0,0,0,10,0,285,0,31,155,844,844,0,0,10,0,0,0
"20160604162096","Oregon",43,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",50,"$75,000 to $99,999",1,0,"No","No difficulty",55,0,0,0,0,585,90,0,0,0,45,0,0,0,0,105,560,500,60,0,90,0,0,585
"20160202160816","Virginia",31,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",3,1,"Yes","No difficulty",155,0,0,0,0,570,50,0,0,0,0,0,0,0,30,105,530,510,20,0,50,0,0,570
"20161110161909","Washington",56,"Male","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$40,000 to $49,999",2,0,"No","Has difficulty",0,0,0,0,0,1392,20,0,0,0,0,0,0,0,0,5,23,0,22,1,20,0,0,1392
"20161211161961","California",37,"Female","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Government, state","No answer","Part time",12,"$150,000 and over",4,2,"Yes","No difficulty",40,0,0,0,0,120,130,0,0,0,90,0,0,0,15,345,700,660,40,0,130,0,0,120
"20160101162333","Colorado",68,"Female","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Government, state","No answer","Full time",40,"$15,000 to $19,999",2,0,"No","No difficulty",30,0,0,0,0,215,70,0,0,0,525,0,0,0,0,30,570,570,0,0,70,0,0,215
"20160201161362","Utah",32,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",40,"$30,000 to $34,999",5,3,"Yes","No difficulty",255,0,0,0,0,515,130,0,0,0,115,0,0,0,30,45,350,320,30,0,130,0,0,515
"20160403161859","Texas",35,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",45,"$100,000 to $149,999",3,0,"No","No difficulty",35,0,0,0,30,645,0,0,0,0,20,0,0,0,0,60,650,600,50,0,0,0,0,645
"20160908161086","Maryland",60,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",60,"$150,000 and over",2,0,"No","No difficulty",205,0,0,0,0,255,20,0,30,0,0,0,510,0,0,20,400,370,30,0,20,0,0,255
"20161110161092","Virginia",57,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, local","No answer","Full time",58,"$75,000 to $99,999",4,1,"Yes","No difficulty",35,0,0,0,0,0,0,0,0,0,0,0,1350,0,0,10,45,45,0,0,0,0,0,0
"20161009160702","Virginia",50,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",46,"$150,000 and over",4,2,"Yes","No difficulty",63,0,0,0,0,172,30,0,0,0,10,0,425,0,140,33,567,537,30,0,30,0,0,172
"20160402161561","Ohio",43,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$75,000 to $99,999",3,1,"Yes","No difficulty",40,0,0,0,0,40,90,0,0,0,45,0,435,0,50,95,540,510,30,0,90,0,0,40
"20160112151620","Vermont",46,"Male","Native, Born in USA","Never married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Part time",NA,"$50,000 to $59,999",3,1,"Yes","No difficulty",56,0,0,0,0,210,30,0,0,0,10,0,494,90,0,225,325,220,105,0,30,0,0,210
"20160403161489","Florida",36,"Female","Native, Born in USA","Separated","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$12,500 to $14,999",5,4,"Yes","No difficulty",72,0,0,0,0,155,40,0,0,0,0,0,0,0,364,150,480,480,0,0,40,0,0,155
"20160403161048","Kansas",48,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",46,"$150,000 and over",4,2,"Yes","No difficulty",318,0,0,0,0,223,40,0,0,60,65,0,90,2,92,25,525,480,45,0,40,0,0,223
"20160403161435","New Hampshire",65,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, nonprofit","No answer","Full time",50,"$100,000 to $149,999",2,0,"No","No difficulty",30,0,0,0,0,330,60,0,0,0,0,0,720,0,0,90,210,210,0,0,60,0,0,330
"20160403160866","Texas",50,"Male","Foreign born, US citizen","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$40,000 to $49,999",8,3,"Yes","No difficulty",20,0,0,0,0,125,75,0,0,0,0,0,575,0,0,0,600,570,30,0,75,0,0,125
"20160605160777","Iowa",34,"Female","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Private, for profit","No answer","Full time",40,"$40,000 to $49,999",4,2,"Yes","No difficulty",10,0,0,0,0,478,60,0,0,0,5,0,0,0,135,182,570,570,0,0,60,0,0,478
"20161009162177","Florida",73,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$75,000 to $99,999",2,0,"No","No difficulty",45,0,0,0,130,827,45,0,0,0,0,0,0,2,0,31,360,360,0,0,45,0,0,827
"20160707161180","Arizona",85,"Male","Native, Born in USA","Widowed","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$25,000 to $29,999",1,0,"No","Has difficulty",0,0,0,0,0,840,30,0,0,0,0,0,0,0,0,15,555,550,5,0,30,0,0,840
"20160403161122","Tennessee",85,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$7,500 to $9,999",1,0,"No","Has difficulty",40,0,0,235,0,430,105,0,0,0,0,0,0,0,0,40,590,465,125,0,105,0,0,430
"20160201161974","Idaho",41,"Female","Native, Born in USA","Married","Non-Veteran","No","Not in labor force","No answer","No answer","No answer","No answer",NA,"$30,000 to $34,999",5,2,"Yes","No difficulty",152,0,0,0,0,174,185,0,0,0,60,326,0,0,28,15,500,440,60,0,185,266,60,174
"20160112152048","Louisiana",75,"Female","Native, Born in USA","Widowed","Non-Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$12,500 to $14,999",2,0,"No","Has difficulty",20,3,0,240,0,512,40,0,0,0,0,0,0,0,0,90,535,465,70,0,40,0,0,512
"20161110161837","Alabama",47,"Male","Native, Born in USA","Divored","Non-Veteran","No","Employed","Yes","Private, for profit","No answer","Full time",60,"$25,000 to $29,999",3,0,"No","No difficulty",40,30,0,0,0,143,40,0,0,0,5,0,565,0,0,35,582,542,40,0,40,0,0,143
"20160403161591","Iowa",80,"Male","Native, Born in USA","Married","Veteran","No","Not in labor force","No answer","No answer","Retired","No answer",NA,"$7,500 to $9,999",1,0,"No","No difficulty",0,0,0,0,45,615,60,0,0,0,0,0,0,0,0,60,660,660,0,0,60,0,0,615
"20160112151032","Illinois",53,"Male","Native, Born in USA","Married","Non-Veteran","No","Employed","No","Government, federal","No answer","Full time",40,"$100,000 to $149,999",6,3,"Yes","No difficulty",180,0,0,0,0,120,60,0,0,0,0,0,495,0,180,0,405,360,45,0,60,0,0,120
