"timestamp","calories","sat_fat","sodium","sugar","carbs","total_fat","healthy_level","serving_size","ingredients","name","salty_sweet"
2013-10-10 18:56:00,140,1,200,0,0,8,"Unhealthy",1,"Corn, vegetable oil, maltodextrin","Doritos flamas","Salty"
2013-10-21 16:35:00,28,2,0,0,0,11,"Slightly Unhealthy",20,"corn mealferrous suflavinniacin","cheetoscrunchyflaming hot and lemon","Sweet"
2013-11-01 23:25:00,100,0,10,26,27,0,"Unhealthy",1,"filtered water, high fructose corn syrup, pear juice from concentrate","Arizona","Sweet"
2013-11-01 07:06:00,190,4,830,1,26,7,"Slightly Unhealthy",1,"Enriched wheat flour, niacin, reduced iron","Maruchan Ramen Noodle Soup","Salty"
2013-10-02 18:25:00,210,8,15,21,26,13,"Neither healthy nor unhealthy",1,"Dark chocolate, sugar, unsweetened chocalate","Lamontagne dark chocolate bar","Sweet"
2013-09-26 11:48:00,170,2,370,1,21,9,"Neither healthy nor unhealthy",1,"Enriched Corn meal, ferrous sulfate, niacin","Funyuns","Salty"
2013-10-21 18:18:00,150,0,590,3,23,40,"Neither healthy nor unhealthy",4,"Rice, imitation crab, Water","Okami: California Roll","Sweet"
2013-10-10 10:11:00,150,1,200,0,15,9,"Slightly Unhealthy",1,"0whole corn, corn oil, sugar","turbos flamas","Salty"
2013-09-30 11:51:00,250,25,490,1,28,14,"Slightly Unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Hot fries","Salty"
2013-10-10 09:47:00,140,2,280,0,16,8,"Unhealthy",1,"Corn meal, vegetable oil, buttermilk","Chester's","Salty"
2013-11-04 08:50:00,5,0,0,0,1,0,"Neither healthy nor unhealthy",1,"0","trident","Sweet"
2013-10-25 20:10:00,150,24,10,24,24,23,"Unhealthy",3,"chocolate cocoa","hostess","Sweet"
2013-09-23 06:43:00,170,3,125,13,25,70,"Healthy",1,"0whole grain oat flour,bittersweet chocolate cjip,sugar","quaker chocolate chip oatmeal cookies","Sweet"
2013-10-15 13:01:00,160,2,250,0,13,11,"Slightly Unhealthy",1,"enriched corn , niacin, vegetable oil","cheetos","Salty"
2013-09-24 09:35:00,250,2,280,21,46,6,"Neither healthy nor unhealthy",1,"Toasted rice cereal, marshmallow, fructose","Rice krispies treats","Sweet"
2013-11-26 14:27:00,130,1,180,2,20,5,"Slightly Unhealthy",1,"Cornmeal ,potato , salt","Baked Fries","Salty"
2013-10-08 08:41:00,140,2,170,0,16,8,"Slightly Unhealthy",1,"Maiz aceite vegeta","doritos tapatio","Salty"
2013-10-17 21:25:00,220,4,650,6,22,10,"Slightly Unhealthy",1,"cured white turkey, cream , salt","cracker crunchers","Salty"
2013-10-20 14:05:00,5,0,30,0,0,0,"Neither healthy nor unhealthy",2,"citric acid, maltodextrin, salt","cristal light","Salty"
2013-10-10 08:28:00,80,0,0,0,0,0,"Healthy",1,"CarbohydratesFiberSugars","Oranges","Sweet"
2013-09-24 20:54:00,140,3,150,11,20,50,"Unhealthy",7,"Enriched flour,ferrous sulfate,thiamin mononitrate","Giro cookies","Sweet"
2013-10-04 23:05:00,60,0,20,12,14,0,"Slightly Unhealthy",1,"water corn oil sodium citrate","Tampico","Sweet"
2013-10-03 22:12:00,25,0,50,4,6,0,"Slightly healthy",14,"Certified organic carrots,","Bunny luv","Salty"
2013-10-09 22:44:00,100,0,160,9,22,2,"Slightly healthy",3,"Whole grain oats sugar Burleigh","cheerios","Sweet"
2013-10-26 19:00:00,150,1,125,9,21,3,"Slightly Unhealthy",1,"whole grain corn, sugar,  soybean oil","Hershey's cookies and cream","Sweet"
2013-09-27 11:30:00,80,0,50,20,150,0,"Neither healthy nor unhealthy",1,"Water,corn syrup,citric acid","Powerade","Sweet"
2013-09-27 08:13:00,160,2,160,1,15,10,"Neither healthy nor unhealthy",1,"potatoes,vegetable oil,sour cream and onion","lays","Salty"
2013-10-20 14:09:00,130,2,150,0,17,60,"Neither healthy nor unhealthy",15,"corn, vegetable oil, sunflower","tortilla chips","Salty"
2013-09-29 11:25:00,130,5,180,2,20,5,"Slightly Unhealthy",1,"Cornmeal potato flakes sunflower oil","All natural baked fries hot & spicy","Salty"
2013-10-02 16:08:00,110,0,15,28,29,0,"Neither healthy nor unhealthy",1,"Pure filtered water, sweeteners fructose corn syrup, lemon juice from concentrate","Pink Lemonade","Sweet"
2013-10-10 08:21:00,200,2,260,19,35,5,"Unhealthy",1,"creme, bread, sugar","Pop tarts","Sweet"
2013-10-10 09:46:00,320,3,510,1,25,200,"Unhealthy",1,"Enriched corn meal, vegetable oil, flamin hot limon seasoning","Cheetos flamin hot limon crunchy","Salty"
2013-10-16 15:28:00,370,4,550,1,32,24,"Unhealthy",1,"enriched corn meal, niacin, thiamin mononitrate","xxtra hot cheetos","Salty"
2013-09-13 13:49:00,320,3,510,1,25,22,"Slightly Unhealthy",1,"enriched corn meal , ferrous sulfate , niacin","hot chettos","Salty"
2013-10-09 22:53:00,210,0,180,27,27,0,"Unhealthy",2,"carbon water, sugar glucose","monster","Sweet"
2013-10-10 12:03:00,100,0,2400,0,300,11,"Neither healthy nor unhealthy",1,"enriched corn meal, ferrous sulfate","hot cheetos","Salty"
2013-10-10 09:30:00,100,60,45,60,80,50,"Neither healthy nor unhealthy",1,"fruit snacks, sookie,  vitamin cc","scooby doo snacks","Sweet"
2013-10-01 12:15:00,70,0,15,19,19,0,"Neither healthy nor unhealthy",1,"water,high fructose corn syrup,contains less than 2% of ascorbic acid (vitamin c)","kool aid jammer","Sweet"
2013-10-23 20:27:00,150,1,200,0,15,9,"Unhealthy",1,"Whole corn, corn oil, turbo flamas seasoning","Turbo Flamas","Salty"
2013-10-06 10:56:00,300,0,75,80,80,0,"Unhealthy",1,"Carbonated water, high fructose corn syrup, citric acid","Fanta Soda","Sweet"
2013-10-06 17:18:00,150,2,300,1,13,10,"Neither healthy nor unhealthy",1,"enriched corn meal , vegetable oil, cheese seasoning","cheetos puffs","Sweet"
2013-10-22 09:42:00,100,1,20,200,400,0,"Unhealthy",1,"Enriched,corn meal,ferrous","Funnyuns","Salty"
2013-09-28 08:14:00,190,0,0,11,0,1,"Neither healthy nor unhealthy",5,"whole grain wheat, sugar, brown rice syrup","mini wheats","Sweet"
2013-09-29 17:44:00,80,1,105,1,10,4,"Slightly Unhealthy",1,"Wheat flour, vegtable oil, sugar","Ritz Crackers","Salty"
2013-10-04 16:59:00,110,0,5,28,28,0,"Healthy",2,"Filtered Water, Cranberry Juice, Cane Sugar","Cranberry Juice","Sweet"
2013-10-30 16:45:00,160,0,110,11,22,8,"Neither healthy nor unhealthy",1,"unbleached inriched flour, riboflavin, and semisweet chocolate chip","cookies","Sweet"
2013-10-30 16:37:00,90,0,15,20,23,0,"Healthy",1,"grapes","grapes","Sweet"
2013-10-05 11:46:00,90,0,10,14,22,0,"Healthy",20,"strawberry orange vanilla","bianchi marshmallows","Sweet"
2013-10-26 19:04:00,150,2,170,12,23,2,"Neither healthy nor unhealthy",1,"corn flour, sugar,  brown sugar","honey graham oh's","Sweet"
2013-10-10 09:23:00,130,0,1,2,20,5,"Slightly Unhealthy",1,"cornmeal,potatp,flakes.","baked fries","Salty"
2013-10-29 06:59:00,70,0,130,2,14,1,"Neither healthy nor unhealthy",1,"Unableached enriched flour, wheat flour, malted barely flour","Home pride bread","Sweet"
2013-10-14 14:21:00,15,2,40,12,18,5,"Unhealthy",2,"sugar wheat Flour","Pirouette","Sweet"
2013-10-17 17:21:00,110,0,160,9,22,2,"Healthy",1,"whole grain oats, sugar, oat bran","honey nut cheerios","Sweet"
2013-10-20 20:47:00,130,0,110,1,21,5,"Neither healthy nor unhealthy",1,"corn meal, rice flour, vegetable oil","bandits bounty","Salty"
2013-09-14 14:36:00,100,4,45,10,19,20,"Neither healthy nor unhealthy",1,"harina enriquecida,niacinamida,fumarato ferroso","arcoiris","Sweet"
2013-10-08 08:54:00,160,2,190,10,15,10,"Slightly Unhealthy",1,"papas","ruffles","Salty"
2013-10-10 08:23:00,130,5,65,10,28,4,"Slightly Unhealthy",1,"Vitamin A vitamin C calcim","Fiber one","Salty"
2013-10-10 08:27:00,130,5,85,11,14,7,"Unhealthy",1,"unsalted butter, sugar, eggs","madeleines","Sweet"
2013-10-04 22:59:00,190,1,160,12,29,6,"Neither healthy nor unhealthy",1,"Whole grain, oats, sugar","Nature valley","Salty"
2013-09-15 16:05:00,140,2,150,9,30,4,"Slightly healthy",1,"chicory root extract , whole grain oats , Carmel flavored drops","fiber one bars","Sweet"
2013-10-29 17:41:00,160,1,250,0,13,100,"Unhealthy",1,"enriched corn meal , vegtable oil , cheedar cheese","cheetos crunchy","Sweet"
2013-09-16 19:23:00,380,18,16,24,0,15,"Unhealthy",2,"Enriched Flour,Niacin, Reduced Iron","Pop Tart","Sweet"
2013-10-30 17:44:00,290,0,370,2,29,18,"Neither healthy nor unhealthy",1,"potatoes, vegtable oil, lemon","lays limon","Salty"
2013-10-08 08:38:00,160,11,250,0,13,17,"Unhealthy",1,"Vitamin C iron riboflavin","Flamin hot Cheetos","Salty"
2013-10-02 20:13:00,140,1,330,1,12,8,"Unhealthy",1,"Popcorn , vegetable oil, flamin hot seasoning","Chester's flaming hot popcorn","Salty"
2013-09-16 15:57:00,280,5,200,18,38,13,"Neither healthy nor unhealthy",1,"Enriched flour, molasses, salt","Famous Amos chocolate chip cookies","Sweet"
2013-09-25 22:32:00,110,0,160,9,22,2,"Neither healthy nor unhealthy",1,"Whole grain oats, sugar, oat bran","Cereal","Sweet"
2013-10-10 09:42:00,290,6,1190,2,39,12,"Neither healthy nor unhealthy",1,"Enriched wheat flour vegetable oil salt","Maruchan instant lunch","Salty"
2013-09-29 17:16:00,100,0,150,27,28,0,"Neither healthy nor unhealthy",1,"Water, high fructose corn syrup, citrus acid","Lipton Green Tea","Sweet"
2013-10-26 17:01:00,80,3,280,0,0,7,"Slightly Unhealthy",1,"Water,salt,smoke flavor","Sliced Bacon smoked","Salty"
2013-09-15 22:08:00,140,1,190,0,16,8,"Unhealthy",1,"corn , vegetable oil , maltodextrin","Doritos spicy nacho","Salty"
2013-10-10 08:12:00,50,0,0,13,13,0,"Slightly healthy",2,"vitamins A.B.C","vitamins water","Sweet"
2013-10-29 22:09:00,80,0,150,21,21,0,"Slightly healthy",12,"water, fructose corn syrup, citric acid","powerade","Sweet"
2013-09-14 14:39:00,130,0,135,6,26,20,"Healthy",1,"corn,whole grain wheat,sugar","honey bunche  of oats","Sweet"
2013-11-01 07:03:00,370,9,430,26,48,18,"Slightly Unhealthy",1,"bleaches wheat flour , water , sugar","sugar donuts","Sweet"
2013-10-10 10:25:00,200,2,390,1,29,7,"Unhealthy",1,"whole wheat flourriboflavincheddar cheese","goldfish","Salty"
2013-10-10 09:33:00,100,99,10,20,50,50,"Neither healthy nor unhealthy",6,"tortilla, chips,cool ranchranch","cool ranch","Sweet"
2013-10-17 17:51:00,140,1,15,19,31,15,"Unhealthy",1,"Sugar, Corn Syrup, Maltodextrin","AIRHEADS","Sweet"
2013-10-21 17:53:00,110,0,170,7,24,1,"Neither healthy nor unhealthy",11,"harina de trigo, hierro, azucar morena","animalitos galletas","Sweet"
2013-10-10 09:33:00,150,0,25,26,37,0,"Slightly Unhealthy",6,"sugar, invert sugar, and corn syrup","sour patch","Sweet"
2013-10-12 13:27:00,90,1,50,15,17,2,"Neither healthy nor unhealthy",1,"water, sugar, gelatin","vanilla gelatin","Sweet"
2013-09-15 22:44:00,170,0,300,3,29,0,"Neither healthy nor unhealthy",1,"rice , sugar , salt","crispy rice cereal","Sweet"
2013-10-08 19:04:00,160,8,160,1,15,15,"Unhealthy",1,"Vitamin A vitamin C iron","Lays sour cream and onion","Salty"
2013-09-17 20:38:00,70,0,0,15,18,0,"Neither healthy nor unhealthy",1,NA,"Herbert's lemonade","Sweet"
2013-10-13 16:20:00,160,2,160,1,15,10,"Slightly Unhealthy",1,"Corn,Corn Oil, Flamin' Hot Seasoning","Fritos Flamin' Hot","Salty"
2013-10-30 11:52:00,210,6,60,25,30,9,"Neither healthy nor unhealthy",1,"Milk chocolate , sugar , cocoa butter","Crisp","Sweet"
2013-09-29 17:41:00,80,1,105,1,10,4,"Slightly Unhealthy",1,"Wheat flour, vegtable oil, sugar","Ritz Crackers","Salty"
2013-10-21 15:45:00,150,1,180,1,18,8,"Slightly Unhealthy",1,"Corn, Vegetable Oil, Maltodextrin","Doritos Cool Ranch","Salty"
2013-09-24 21:00:00,190,0,0,11,46,10,"Slightly healthy",15,"Whole grain wheat,sugar,brown rice syrup","Mini wheats","Sweet"
2013-10-27 16:21:00,60,0,25,16,16,0,"Healthy",1,"sugar, fructose, citric acid","country time lemonade","Sweet"
2013-10-08 08:57:00,70,3,490,1,20,10,"Slightly Unhealthy",2,"corn,flour hydrogenated soybean and or canola","takis","Salty"
2013-10-24 21:31:00,140,1,240,1,20,5,"Neither healthy nor unhealthy",1,"0Unbleached EnrichedWheatFlour, Riboflavin, CheddarCheese","Goldfish Baked Snack Crackers","Salty"
2013-11-26 14:48:00,80,0,160,21,21,0,"Slightly Unhealthy",1,"Water, sucrose, dextrose","Gatorade lemon lime","Sweet"
2013-10-09 12:38:00,120,0,200,2,21,3,"Slightly Unhealthy",1,"Dehydrated potatoes Modified food starchCorn oil","Baked ruffles","Salty"
2013-09-30 00:19:00,220,5,20,15,17,16,"Slightly Unhealthy",2,"Milk chocolate, sugar, cocoa butter","Ferrero rocher","Sweet"
2013-09-13 13:35:00,320,3,500,1,30,22,"Slightly Unhealthy",1,"enriched corn meal, vegetable oil, flamin' hot seasoning","hot cheetos","Sweet"
2013-10-26 12:25:00,150,0,200,1,15,9,"Slightly Unhealthy",1,"dried potatoes , vegetabel oil , corn oil","pringels","Sweet"
2013-10-21 16:47:00,150,2,420,0,17,8,"Slightly Unhealthy",1,"Corn,masa,flour","Takis","Salty"
2013-10-02 18:26:00,130,30,6,0,16,11,"Unhealthy",2,"Vitamin A vitMin c calcium","Popcorn","Salty"
2013-10-04 06:58:00,100,0,5,20,24,0,"Slightly healthy",1,"water, concentrated orange juice,","orange juice","Sweet"
2013-09-27 16:01:00,130,0,270,34,34,0,"Neither healthy nor unhealthy",1,"water,sugar,dextrose","Gatorade","Sweet"
2013-10-22 09:45:00,90,5,105,8,17,2,"Neither healthy nor unhealthy",1,"Tosted rice, sugar, salt","Rice Krispies Treats","Sweet"
2013-10-03 15:55:00,190,1,160,12,29,6,"Slightly healthy",2,"Whole grain oats , sugar , canola oil","Nature valley crunchy oats n honey granola bar","Sweet"
2013-09-28 08:08:00,250,0,930,2,51,1,"Slightly healthy",1,"rice, wheat flour, durum wheat semolina","rice a roni","Sweet"
2013-10-10 10:05:00,220,7,100,19,26,100,"Slightly Unhealthy",1,"Sugar Vegetable oilCocoa butter","Hershey's cookies n creme","Sweet"
2013-10-10 09:17:00,200,2,390,1,29,7,"Neither healthy nor unhealthy",1,"smiles,whole weat flour,unbleached enriched wheat flour.","goldfish","Salty"
2013-10-02 21:11:00,100,1,220,1,12,5,"Unhealthy",1,"Enriched corn meal, vegetable oil ,salt","Funyuns flamin hot","Salty"
2013-09-18 17:33:00,180,2,290,0,14,12,"Unhealthy",2,"Enriched corn meal, vegetable oil, limin seasoning","Cheetos","Salty"
2013-10-10 09:10:00,130,0,160,12,10,0,"Neither healthy nor unhealthy",1,"Milled cornSugarSalt","Frosted flakes","Sweet"
2013-10-13 12:28:00,20,0,400,2,4,0,"Slightly healthy",4,"beans,water,salt","green gaint","Sweet"
2013-10-18 11:42:00,70,0,15,16,0,0,"Healthy",1,"0","v8 splash","Sweet"
2013-09-17 09:04:00,0,2,150,13,23,7,"Slightly healthy",1,"almonds , whole grain oats , high maltose corn syrup","nature valley","Sweet"
2013-10-25 16:19:00,60,0,0,16,16,0,"Neither healthy nor unhealthy",1,"sugar,fructose,citric","kool-aid drink mix","Sweet"
2013-10-02 19:30:00,140,15,30,12,10,1,"Unhealthy",2,"Vitamin A vitamin C calcium","Ranch","Salty"
2013-09-28 08:18:00,160,2,150,2,15,10,"Neither healthy nor unhealthy",20,"potatoes, vegetable oil, bbq seasoning","barbecue lays","Salty"
2013-09-14 09:52:00,110,1,130,12,25,1,"Neither healthy nor unhealthy",2,"Sugar, corn flour blend, wheat flour","Apple jacks","Salty"
2013-09-15 15:44:00,140,3,390,0,16,8,"Unhealthy",20,"Corn Flour , Hydrogenated Soybean And / Or Canola","Takis","Salty"
2013-10-21 17:56:00,160,4,140,11,24,6,"Neither healthy nor unhealthy",5,"enriched flour, sugar, vegetable oil blend","surtido rico gamesa","Sweet"
2013-10-17 17:17:00,120,1,85,9,25,2,"Unhealthy",1,"Salt.sugar.folic niacin","Cats cookies","Salty"
2013-09-24 21:02:00,120,0,130,12,27,5,"Neither healthy nor unhealthy",20,"Rice,Sugar,cocoa","Cocoa Krispies","Sweet"
2013-10-03 16:28:00,80,0,5,13,19,0,"Healthy",2,"corn syrup sugar water","fruity snack","Sweet"
2013-10-27 18:29:00,90,0,105,8,17,2,"Unhealthy",1,"Toated rice, corn syurp, milk","Rice krispies treats","Sweet"
2013-10-10 08:14:00,117,0,7,27,0,0,"Slightly Unhealthy",8,NA,"Apple juice","Salty"
2013-10-02 09:12:00,90,0,80,10,16,0,"Neither healthy nor unhealthy",1,"cultured pasteurized grade A nonfat milk, raspberry, modified corn starch","yoplait","Sweet"
2013-10-10 09:43:00,140,1,210,0,16,8,"Neither healthy nor unhealthy",2,"corn, vegetable oil, salt","doritos nacho cheese","Salty"
2013-10-25 16:26:00,140,1,210,0,16,8,"Neither healthy nor unhealthy",1,"corn, vegtable oil, buttermilk","doritos","Salty"
2013-10-30 17:46:00,210,7,115,18,25,11,"Neither healthy nor unhealthy",5,"sugar, peanuts, choclate","butterfinger","Sweet"
2013-10-09 21:14:00,190,3,135,14,27,8,"Unhealthy",2,"Enriched flourVegetable shorteningSugar","Grandmas chocolate brown cookies","Sweet"
2013-10-02 20:01:00,320,3,510,1,25,22,"Unhealthy",1,"Enriched corn meal, riboflavin, folic acid","Hot Cheetos","Salty"
2013-10-21 17:44:00,60,4,70,1,4,5,"Neither healthy nor unhealthy",1,"milk, cream, water","cream cheese","Salty"
2013-10-10 08:51:00,0,0,70,7,16,0,"Neither healthy nor unhealthy",1,"Col tired pasteurized nonfat milk","Yoplait","Sweet"
2013-10-26 16:48:00,200,6,35,27,29,9,"Slightly Unhealthy",1,"Suger,cocoa,unsweetened chocolate","Milk chocolate with caramel","Sweet"
2013-09-27 16:18:00,90,0,80,10,16,0,"Slightly healthy",1,"cultured pasteurized grade a, peaches, modified corn starch","yoplait","Sweet"
2013-09-25 19:18:00,140,5,75,10,20,5,"Slightly Unhealthy",1,"Wheat flour, sugar, hydrogenated vegetable fat","Milky Knots","Sweet"
2013-10-10 08:34:00,170,2,120,12,25,7,"Neither healthy nor unhealthy",1,"Flour wheat iron","Golden Oreos","Sweet"
2013-10-17 17:23:00,160,2,140,14,25,7,"Neither healthy nor unhealthy",1,"sugar, unbleached enriched flour (wheat flour, niacin, reduced iron","oreo","Sweet"
2013-10-03 11:18:00,160,15,230,1,32,24,"Unhealthy",1,"corn oil and salt","hot cheetos","Salty"
2013-10-10 09:21:00,90,60,70,50,80,50,"Neither healthy nor unhealthy",20,"corn salt sugarsugar","rice krispies treats","Sweet"
2013-11-04 08:45:00,200,6,45,23,25,10,"Slightly Unhealthy",1,"milk chocolate vanillincrisped rice","world's finest chocolate","Sweet"
2013-10-06 18:43:00,130,1,300,1,17,7,"Slightly Unhealthy",1,"enriched corn meal, vegetable oil, corn starch","funyuns","Salty"
2013-10-03 22:23:00,5,0,210,0,0,0,"Neither healthy nor unhealthy",1,"Cucumbers, water, vinegar","Kosher spears","Salty"
2013-10-29 07:03:00,120,1,160,10,22,3,"Neither healthy nor unhealthy",1,"Whole grain corn sugar resses peanut butter","Reese's puffs cereal","Sweet"
2013-09-29 21:35:00,100,2,100,8,18,3,"Slightly Unhealthy",1,"whole grain wheat, rice flour, sugar,","cinnamon toast crunch treats","Sweet"
2013-11-07 18:18:00,160,1,260,0,13,11,"Unhealthy",1,"Enriched corn meal, vegetable oil, flaming'hot limon seasoning","Hot Cheetos","Salty"
2013-10-17 21:19:00,10,0,45,0,0,0,"Neither healthy nor unhealthy",1,"water, gellatin, sodium citrate","jello strawberry","Sweet"
2013-09-24 21:07:00,110,0,130,12,25,10,"Slightly Unhealthy",1,"Sugar,corn flour blend,corn flour","Apple Jacks","Sweet"
2013-09-15 22:51:00,150,0,190,9,27,0,"Slightly healthy",1,"rice , whole grain wheat,  sugar","special k red berries","Sweet"
2013-10-10 08:13:00,90,0,80,10,16,0,"Neither healthy nor unhealthy",1,"cultured pasteurized grade a nonfat milk, raspberry, modified corn starch","yoplait","Sweet"
2013-10-10 08:12:00,200,2,170,15,27,10,"Slightly Unhealthy",1,"Sugar,enriched bleached flour, water","Blueberry muffins","Sweet"
2013-10-10 10:13:00,220,2,200,20,37,7,"Neither healthy nor unhealthy",1,"0enriched flour, sugar,water","chocolate chip cookie","Sweet"
2013-10-10 10:17:00,160,2,250,0,13,11,"Neither healthy nor unhealthy",1,"enriched corn meal, vegetable oil, flamin' hot seasoning","cheetos","Salty"
2013-10-02 21:43:00,100,1,70,9,13,5,"Slightly Unhealthy",9,"enriched flour, sugar, high fructose corn syrup","oreo's","Sweet"
2013-10-27 17:25:00,290,6,1190,2,39,12,"Unhealthy",1,"Enriched wheat flour , salt , vegetable oil","Cup of noddles","Salty"
2013-09-27 17:22:00,80,0,15,21,21,0,"Neither healthy nor unhealthy",1,"not a significant source of calories from fat, saturated fat, teams fatfat","powerade","Sweet"
2013-10-21 17:41:00,260,6,630,3,21,14,"Neither healthy nor unhealthy",2,"mozzarela, cheese,skim milk","lunchables","Salty"
2013-10-07 09:05:00,50,50,50,50,50,50,"Healthy",1,"apple","apple","Sweet"
2013-10-02 17:37:00,180,4,120,15,29,60,"Neither healthy nor unhealthy",1,NA,"Strawberry parfait","Sweet"
2013-10-08 23:11:00,250,5,140,21,36,90,"Unhealthy",2,"sugar, wheat flour, water","bimbolete","Sweet"
2013-10-17 17:33:00,180,2,140,25,29,3,"Slightly Unhealthy",3,"Low fat milk,vanilla,fructose","Mountain,high yogurt","Sweet"
2013-11-26 14:36:00,140,1,210,0,16,8,"Unhealthy",1,"Corn, vegetable oil ,salt","Doritos","Salty"
2013-10-10 15:23:00,160,2,230,1,0,10,"Slightly Unhealthy",1,"enriched corn mealvegetable oilxxtra flamin hot seasoning","hot cheetos","Salty"
2013-09-27 12:16:00,200,0,0,28,51,1,"Slightly healthy",1,"banana","bananas","Sweet"
2013-10-23 21:48:00,300,7,1060,2,38,13,"Slightly Unhealthy",1,"Enriched Wheat Flour NiacinReduced Iron","Cup Noodles","Salty"
2013-10-08 08:33:00,120,4,250,0,19,4,"Slightly healthy",1,"popcorn palm oil salt","popscorn actII","Salty"
2013-10-03 07:16:00,160,2,115,1,5,14,"Neither healthy nor unhealthy",1,"PenutsSea saltCottonseed oil","Planters","Salty"
2013-10-02 19:41:00,80,1,105,1,10,5,"Neither healthy nor unhealthy",3,"Unbleached enriched flour,folic acid, soybean oil","Ritz crackers","Salty"
2013-10-10 08:08:00,160,1,200,1,20,8,"Unhealthy",1,"Corn, vegetable oil, maltodextrin","Doritos cool ranch","Salty"
2013-10-10 08:31:00,250,3,250,23,36,12,"Unhealthy",3,"sugar, enriched unbleached,bleached flour","Oreo cakesters","Sweet"
2013-10-10 10:04:00,130,2,135,11,20,50,"Slightly Unhealthy",1,"Unbleached enriched flour, riboflavin, sugar","Mini oreo","Sweet"
2013-10-10 10:07:00,250,3,260,23,36,12,"Unhealthy",3,"sugar, flour, wheat flour","oreo","Sweet"
2013-09-29 20:34:00,460,5,460,2,44,29,"Unhealthy",1,"corn, corn oil, flamin hot seasoning","fritos flamin hot","Salty"
2013-10-10 08:36:00,926,0,56,216,0,0,"Slightly healthy",1,"organic apple juice","apple","Sweet"
2013-10-10 09:27:00,270,4,240,23,41,11,"Slightly Unhealthy",1,"sugar.soybean oil.cocoa","oreos","Sweet"
2013-10-23 21:44:00,140,0,45,39,39,0,"Unhealthy",1,"Carbonated WaterHigh Fructose Corn SyrupCaramel Color","Coca Cola Drink","Sweet"
2013-10-03 22:35:00,130,0,260,1,19,5,"Neither healthy nor unhealthy",5,"Wheat flour, niacin, reduced iron","Stacy's pita chips","Salty"
2013-09-26 20:49:00,180,6,60,15,18,11,"Unhealthy",1,"Skim milk, cream, sugar","Snickers","Sweet"
2013-10-10 08:26:00,130,1,85,10,28,140,"Slightly healthy",1,"Trail mix, chocolate, granola","Fiber One Chewy Bars","Sweet"
2013-10-17 21:28:00,50,0,150,9,9,1,"Slightly Unhealthy",1,"water, sugar, whole milk powder","jelly brown","Sweet"
2013-10-13 18:35:00,200,2,350,1,30,8,"Neither healthy nor unhealthy",1,"Enriched corn meal, vegetable oil, whey","Baked cheetos","Salty"
2013-10-26 17:46:00,150,24,24,200,24,24,"Healthy",1,"coffee caramel whip cream","starbucks","Sweet"
2013-10-21 16:42:00,16,1,200,0,15,9,"Slightly Unhealthy",1,"Whole corn,corn oil,turbos flamas seasoning","Turbos flamas","Salty"
2013-10-10 09:33:00,240,4,150,15,34,11,"Neither healthy nor unhealthy",2,"Enriched Flour, (Unbleached and Bleached Wheat Flour, Niacin","Grandma's Mini Sandwich Cremes","Sweet"
2013-10-02 12:28:00,120,1,170,0,28,4,"Unhealthy",1,"corn masa flour, soybean/canda oil, iodized salt","Takis","Salty"
2013-10-08 19:10:00,160,1,170,1,15,8,"Unhealthy",1,"Vitamin A vitamin C iron","Lays classic","Salty"
2013-10-08 19:39:00,130,1,260,1,15,7,"Slightly healthy",1,"Potato Flour, Sunflower, Safflower","Fresh Finds Veggie Chips","Salty"
2013-10-25 16:13:00,35,0,0,8,8,0,"Slightly Unhealthy",1,"sugar,dextrose,corn syrup","rain-blo bubble gum","Sweet"
2013-10-02 09:01:00,350,2,230,18,45,11,"Healthy",1,"Water, corn matodxtre sugar","ensure","Sweet"
2013-10-25 18:03:00,220,7,100,19,26,12,"Slightly Unhealthy",1,"Sugar , vegetable oil , nonfat milk","Hersheys cookies'n'creme","Sweet"
2013-10-03 16:21:00,110,0,0,22,30,0,"Neither healthy nor unhealthy",1,"California raisins, canola, palm oil","Natural raisins","Sweet"
2013-10-30 13:23:00,280,13,200,18,38,13,"Slightly Unhealthy",3,"enriched flour , reduced iron , artificial flavor","famous amos , chocolate chip","Sweet"
2013-09-30 13:14:00,150,1,170,13,28,4,"Unhealthy",1,"toasted rice cereal, niacinamide, fructose","Rice Krispies Treats","Sweet"
2013-10-02 07:05:00,86,0,1,15,23,0,"Healthy",1,"0","pear","Sweet"
2013-10-29 22:33:00,190,10,0,30,32,10,"Neither healthy nor unhealthy",1,"Milk choclate, sugar, choclate","Raisinets","Sweet"
2013-10-10 08:34:00,160,2,250,0,13,11,"Slightly Unhealthy",1,"Enriched corn meal,ferrous,niacin","Cheetos","Salty"
2013-10-10 09:45:00,160,1,55,4,8,14,"Neither healthy nor unhealthy",1,"Non-gmo sunflower kernels, sugar, sunflower oil","Sun flower seeds","Salty"
2013-10-05 22:56:00,160,0,140,14,32,2,"Neither healthy nor unhealthy",1,"rolled oats, sugar, salt","maple and brown sugar","Sweet"
2013-09-27 09:42:00,190,0,4,17,41,0,"Neither healthy nor unhealthy",1,"Corn syrup,sugar,inulin","Sour Worms","Sweet"
2013-09-28 08:23:00,270,3,240,0,0,0,"Slightly Unhealthy",1,"Sugar unbleached enriched flour niacin","Oreo","Sweet"
2013-11-03 22:45:00,50,0,55,7,12,1,"Slightly Unhealthy",1,"Pears from concentrate, corn syrup, dried corn syrup","Fruit rollups","Sweet"
