"timestamp","calories","sat_fat","sodium","sugar","carbs","total_fat","healthy_level","serving_size","ingredients","name","salty_sweet"
2013-10-08 19:13:00,160,7,160,0,16,1,"Unhealthy",1,"Vitamin A vitamin C iron","Fritos","Salty"
2013-10-02 19:58:00,240,3,150,20,300,10,"Unhealthy",1,"Enriched bleached flour, reduced iron, thamin monomitrate","Brownie","Sweet"
2013-10-13 19:15:00,150,0,60,18,24,4,"Slightly Unhealthy",1,"milk cooked rice, water, sugar","rice pudding","Sweet"
2013-09-27 21:32:00,150,1,200,1,14,10,"Unhealthy",1,"Corn meal, vegetable oil, salt","Cheetos crunchy","Salty"
2013-10-09 15:28:00,160,2,270,0,18,9,"Unhealthy",2,"corn flour,vegetable oil,corn,","enre 2","Sweet"
2013-10-10 09:19:00,320,3,500,1,30,22,"Unhealthy",1,"enriched corn meal,ferrous,sulfate.","Cheetos","Salty"
2013-10-10 10:05:00,150,1,170,13,28,4,"Neither healthy nor unhealthy",1,"Toasted rice Cereal,folic acid,Marshmallow","RiceKrispies Treats","Sweet"
2013-10-19 12:44:00,130,0,135,6,26,20,"Healthy",2,NA,"Hint bunches of oats","Sweet"
2013-10-10 09:35:00,210,0,40,36,52,0,"Slightly Unhealthy",1,"sugar, invert sugar, corn syrup","sour pouch kids","Sweet"
2013-10-10 08:39:00,150,2,140,11,23,5,"Slightly Unhealthy",1,"Margarine, cinnamon sugar mix, whole eggs","Snickerdoodle","Sweet"
2013-10-10 18:38:00,280,9,140,23,39,13,"Unhealthy",1,"sugar, enriched flour, vegetable oil","Animals Frosted Cookies","Sweet"
2013-11-26 14:42:00,200,1,210,13,42,2,"Slightly Unhealthy",1,"Brownie mix, egg whites,water","Chocolate chip brownie","Sweet"
2013-10-24 19:27:00,70,0,300,0,1,6,"Slightly Unhealthy",3,"Mechahically separated turkey,water,salt","Turkey franks","Salty"
2013-09-16 20:54:00,160,2,40,9,12,10,"Slightly healthy",1,"Peanuts, M&M's milk chocolate candies, raisins","Trail Mix","Salty"
2013-10-12 13:29:00,80,0,105,20,20,0,"Slightly Unhealthy",1,"Water, High Fructose Corn Syrup, and Citric Acid.","Brisk Iced Tea","Sweet"
2013-10-25 16:12:00,160,2,70,25,27,3,"Healthy",1,"reduce fat milk , water , sugar","yogurt","Sweet"
2013-10-17 17:56:00,120,0,140,6,25,2,"Neither healthy nor unhealthy",4,"One half cup fat free milk sodium potassium","Honey bunches of oats","Sweet"
2013-10-10 09:40:00,160,3,85,50,20,70,"Neither healthy nor unhealthy",1,"chocolate, sugar, peanutspeanuts","snickers","Salty"
2013-09-30 00:14:00,33,0,17,5,8,0,"Neither healthy nor unhealthy",3,"Pure water, sugar, fructose","Fruzel","Sweet"
2013-10-10 08:58:00,230,5,160,38,43,5,"Slightly healthy",1,"milk","Yogurt","Sweet"
2013-10-10 08:32:00,120,0,15,30,31,0,"Neither healthy nor unhealthy",2,"Filtered water, grape juice concentrate, sugar","Langers grape","Sweet"
2013-10-10 08:30:00,110,0,0,22,30,0,"Slightly healthy",1,"Canola,palm oil,raisins","Raisins","Sweet"
2013-10-29 17:36:00,90,0,0,20,23,0,"Healthy",1,"grapes","grapes","Sweet"
2013-10-24 19:21:00,150,0,30,41,41,0,"Slightly Unhealthy",1,"carbonated water, high fructose corn syrup, caramel color","pepsi","Sweet"
2013-09-28 08:28:00,80,1,105,1,10,5,"Slightly Unhealthy",1,"Unbleached enriched flourReduced ironThiamine mononitrate","Ritz crackers","Salty"
2013-11-01 23:30:00,15,0,160,0,4,0,"Slightly Unhealthy",2,"tomato concentrate, high fructose corn syrup, distilled vinegar","del Monte Ketchup","Salty"
2013-10-10 09:32:00,220,2,200,20,37,7,"Neither healthy nor unhealthy",1,"enriched flour, niacin, iron","chocolatechip cookie","Sweet"
2013-10-10 18:58:00,160,2,230,1,14,90,"Unhealthy",3,"enriched corn meal, vegatable oil, xxtra flamin' hot seasoning","xxtra flamin' hot cheetos","Salty"
2013-10-08 08:50:00,80,0,80,20,20,0,"Unhealthy",8,"Vitamin B6 vitamin B12","Fuze berry punch","Salty"
2013-10-16 14:16:00,160,2,250,0,3,11,"Unhealthy",2,"Corn,yellow flower,whole grain","Hot Cheetos","Salty"
2013-09-16 22:48:00,140,5,80,10,20,5,"Slightly Unhealthy",1,"Wheat Flour, hydrogenated Vegtable, milk aolids","Milky Knots","Sweet"
2013-09-26 09:53:00,120,300,200,2,21,280,"Neither healthy nor unhealthy",10,"Dehydrated ,potatoes,  modified food","Baked ruffles original chips","Salty"
2013-09-27 10:06:00,150,25,200,0,17,9,"Slightly Unhealthy",6,"dry potatoes vegable cotton. seed","Stax","Salty"
2013-09-15 15:01:00,160,2,270,1,15,10,"Unhealthy",1,"Corn, corn oil, salt","Chili cheese fritos","Salty"
2013-09-26 18:05:00,140,0,45,31,39,0,"Neither healthy nor unhealthy",1,"Carmel color, carbonated water, high fructose","Coca cola","Sweet"
2013-09-29 21:50:00,100,2,100,8,18,3,"Slightly Unhealthy",1,"whole grain wheat, rice flour, sugar","cinnamon toast crunch treats","Sweet"
2013-10-10 12:24:00,5,0,0,0,2,0,"Unhealthy",1,"0","Extra","Sweet"
2013-10-10 08:19:00,110,7,60,60,0,5,"Unhealthy",1,"Vitamin A vitamin C calcium","Chocolatie chip cookies","Salty"
2013-10-21 17:37:00,10,0,45,0,0,0,"Neither healthy nor unhealthy",3,"Water, gelatin,acid","jello lemon","Sweet"
2013-10-10 10:09:00,210,2,320,3,27,9,"Neither healthy nor unhealthy",1,"whole cornsunflower oilwhole wheat","sun chips","Salty"
2013-10-08 08:47:00,220,4,0,30,0,5,"Unhealthy",1,"Vitamin C calcium iron","Starburst","Salty"
2013-10-10 19:01:00,190,4,760,1,25,8,"Slightly Unhealthy",1,"enriched flour, vegatable oil, salt","big cup noodles","Salty"
2013-10-10 08:08:00,150,0,40,40,40,0,"Unhealthy",1,NA,"Paces","Salty"
2013-10-17 15:40:00,150,2,250,0,13,11,"Slightly Unhealthy",1,"enriched corn meal,ferrous sulfate","doritos","Salty"
2013-10-18 11:07:00,80,0,0,0,0,0,"Slightly Unhealthy",1,"0","Gatorde","Sweet"
2013-10-08 08:28:00,159,0,140,20,0,0,"Neither healthy nor unhealthy",1,"water high fructose corn syrup","All sport","Sweet"
2013-11-01 20:16:00,190,6,140,3,3,16,"Slightly Unhealthy",1,"peanuts, sugar,soybean","peanut butter","Sweet"
2013-10-14 18:20:00,70,0,10,18,19,0,"Neither healthy nor unhealthy",2,NA,"Arizona pomagranet green tea","Sweet"
2013-09-15 22:29:00,150,1,130,12,25,1,"Neither healthy nor unhealthy",1,"sugar , corn flour blend,  wheat flour","apple jacks cereal","Salty"
2013-09-16 20:49:00,250,3,820,44,0,5,"Neither healthy nor unhealthy",1,"Wheat flour, durum wheat semolina, partially hydrogenated palm oil","Pasta Roni Fettuccine Alfredo","Sweet"
2013-11-01 23:21:00,130,0,150,15,28,1,"Slightly Unhealthy",1,"corn, wheat and whole grain oat flour, sugar","tootie fruities","Sweet"
2013-09-27 12:24:00,85,0,0,17,21,0,"Healthy",1,"apple","oranges","Sweet"
2013-10-10 08:32:00,130,0,270,34,34,0,"Neither healthy nor unhealthy",1,"Water, sucrose, dextrose","Gatorade","Sweet"
2013-09-19 21:37:00,150,0,170,1,31,1,"Neither healthy nor unhealthy",1,"Whole grain wheat, whey protein isolate, calcium carbonate","Cream of wheat","Sweet"
2013-10-10 10:03:00,170,2,370,1,21,9,"Unhealthy",1,"Enriched corn meal ferrous sulfate niacin","Funyuns","Salty"
2013-10-10 08:23:00,130,0,250,34,36,0,"Slightly Unhealthy",1,"Water, high fruictose corn syrup, citric acid","Powerade fruit punch","Sweet"
2013-10-30 17:33:00,70,0,80,19,19,0,"Neither healthy nor unhealthy",1,"water, high fructose corn syrup. tea","brisk iced tea","Sweet"
2013-10-09 21:18:00,130,0,15,18,31,0,"Slightly healthy",1,"Juice from concentratesCorn syrupSugar","Fruit snacks","Sweet"
2013-10-24 09:13:00,190,0,4,17,41,0,"Unhealthy",1,"Corn syrup, sugar, inulin,","Sconza sour worms","Salty"
2014-01-03 14:08:00,45,0,0,9,11,0,"Healthy",1,"orange","orange","Sweet"
2013-10-13 12:55:00,180,2,85,1,4,15,"Neither healthy nor unhealthy",1,"sunflower seeds, salt, sunflower oil","sunflower seeds","Salty"
2013-09-25 23:37:00,130,2,130,18,19,3,"Neither healthy nor unhealthy",1,"Low fat milk, sugar, carrageenan","Trumoo vanilla low fat milk","Sweet"
2013-10-25 18:40:00,90,0,130,8,18,10,"Slightly healthy",1,"Vitamin A, Calcium, Vitamin C","Honey Nut Cheerios","Sweet"
2013-10-27 16:34:00,160,0,2,45,44,0,"Slightly Unhealthy",1,"Carbonated water,high fruitose,corn syrup","Soda","Sweet"
2013-09-26 21:00:00,130,0,19,4,29,0,"Healthy",1,"rice, sugar, and salt","rise cripsies","Sweet"
2013-10-21 19:44:00,150,0,55,40,40,0,"Neither healthy nor unhealthy",2,"Water,Caramel color and Caffeine","Dr. Pepper","Sweet"
2013-11-01 23:09:00,0,0,110,0,0,0,"Unhealthy",1,"water, red peppers, salt","tapatio","Salty"
2013-10-03 22:04:00,190,6,150,11,25,10,"Neither healthy nor unhealthy",8,"Dark chocolate, pretzel , vegetable oil","Dark chocolate covered pretzils","Sweet"
2013-10-27 16:59:00,120,0,45,29,29,0,"Slightly Unhealthy",2,"Carbonated water, sugar, citric acid","Jarritos","Sweet"
2013-10-22 21:55:00,200,2,180,16,37,5,"Neither healthy nor unhealthy",1,"Enriched Wheat Flour, Wheat Flour, Niacin","Toaster Treats","Sweet"
2013-10-10 09:28:00,70,0,0,0,0,0,"Slightly Unhealthy",1,"Corn syrup , sugar Maltic acid","Jolly rancher","Sweet"
2013-10-03 18:55:00,190,6,190,12,34,5,"Neither healthy nor unhealthy",1,"enriched flour,iron,and vitamin B","icecream sundae pop tart","Sweet"
2013-09-29 11:21:00,220,2,200,20,37,7,"Neither healthy nor unhealthy",1,"Sugar water chocolate chip","Linda's cookies Chocolate chip cookie","Sweet"
2013-11-01 23:23:00,200,3,150,2,7,15,"Slightly Unhealthy",1,"roasted peanuts, sugar, hydrogenated vegetable oil","peanut butter","Sweet"
2013-11-05 20:25:00,290,3,160,46,53,5,"Unhealthy",1,"Brewed Starbucks coffee, reduced fat milk, sugar","Starbucks frappuccino","Sweet"
2013-10-03 09:34:00,10,0,0,2,2,0,"Slightly Unhealthy",1,"Sugar, gum base","Doublemint gum","Sweet"
2013-10-20 20:45:00,140,4,45,14,22,5,"Slightly Unhealthy",1,"milk chocolate flavored coating, corn syrup, granola","chocolate covered chewy granola bar","Sweet"
2013-10-03 07:19:00,110,1,200,12,23,2,"Neither healthy nor unhealthy",1,"Corn flourSugarOat flour","Cap'n crunch","Sweet"
2013-10-22 14:59:00,140,1,270,1,18,7,"Neither healthy nor unhealthy",1,"sugar salt sunflower oil","doritos","Salty"
2013-09-29 21:56:00,100,2,100,8,18,3,"Slightly Unhealthy",1,"whole grain wheat, rice flour, sugar","cinnamon toast crunch treats","Sweet"
2013-10-02 09:02:00,50,0,0,13,13,0,"Unhealthy",1,"Spring water , fructose sugar","Vitamin water","Sweet"
2013-09-15 22:39:00,80,0,30,12,19,0,"Slightly Unhealthy",1,"fruit juice blend , corn syrup , sugar","flavored fruit snacks","Sweet"
2013-10-18 14:59:00,42,0,180,0,28,7,"Healthy",1,"proteinvitamin cvitamin a","nature valleycrunchygranola bars","Sweet"
2013-10-10 08:06:00,150,2,230,0,18,9,"Unhealthy",1,"Corn,vegetable oil, maltodextrin","Doritos","Salty"
2013-10-05 23:03:00,130,1,180,9,25,3,"Slightly Unhealthy",1,"whole grain, wheat, sugar","cinnamon toast crunch","Sweet"
2013-09-30 07:42:00,80,2,75,6,11,35,"Healthy",1,"whole grain oats,sugar,vegetable oil","nature valley","Sweet"
2013-10-10 10:12:00,130,0,135,11,20,5,"Neither healthy nor unhealthy",1,"unbleached enriched flour,  canola oil, chocolate","mini oreo","Sweet"
2013-10-19 21:47:00,160,1,250,0,13,11,"Unhealthy",10,"Enriched corn meal, corn meal, ferrous sulfate","Cheetos","Salty"
2013-10-10 16:57:00,180,2,190,1,17,12,"Slightly Unhealthy",1,"potatoes,vegatable oil,corn","lays","Salty"
2013-11-03 20:22:00,180,2,130,16,27,8,"Slightly Unhealthy",4,"water, sugar ,enriched bleached flour","little muffins blueberry","Sweet"
2013-10-03 18:58:00,190,1,190,12,34,5,"Neither healthy nor unhealthy",1,"enriched flour,iron,and vitamin B","hot fudge sundae pop tart","Sweet"
2013-09-17 21:28:00,100,0,0,13,25,0,"Neither healthy nor unhealthy",1,"California pitted prunes, sunflower oil, potassium sorbate","Prunes","Sweet"
2013-10-15 12:56:00,200,1,330,1,30,8,"Slightly Unhealthy",1,"enriched corn, niacin,vegetable oil","baked cheetos","Salty"
2013-09-19 20:33:00,160,0,260,0,13,100,"Unhealthy",4,"enrinched corn meal , ferrous sulfate , niacin","cheetos crunchy flamin hot limon","Salty"
2013-09-26 17:58:00,140,0,65,38,38,0,"Slightly Unhealthy",1,"Carbonated water, high fructose, corn syrup","Sprite","Sweet"
2013-10-15 20:42:00,120,0,105,9,27,0,"Neither healthy nor unhealthy",1,"milled corn sugar soluble corn fiber","Kelloggs corn pops","Sweet"
2013-10-13 16:26:00,15,0,240,1,3,0,"Slightly Unhealthy",1,"Plum, Water, Lodized Salt And Chile","Saladulces Hola","Salty"
2013-10-06 21:03:00,110,4,80,7,16,5,"Neither healthy nor unhealthy",5,"enriched flour,  niacin,  reduced iron","striped shortbread","Sweet"
2013-09-26 11:46:00,170,2,370,1,21,9,"Neither healthy nor unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Funyuns","Salty"
2013-10-07 09:47:00,160,8,7,0,0,10,"Unhealthy",1,"corn cornoil flamin hot seasoning","fritos flamin hot","Salty"
2013-09-29 11:11:00,170,2,280,1,15,12,"Slightly healthy",1,"enriched corn, sulfate, niacin","cheetos","Salty"
2013-10-14 21:46:00,140,0,45,39,39,0,"Slightly Unhealthy",2,"carbonated water, high fructose corn syrup,caramel","coca cola","Sweet"
2013-10-23 17:54:00,60,2,250,0,19,4,"Slightly Unhealthy",2,"Popping corn Palm oilSalt","Act 2 popcorn","Salty"
2013-09-26 09:02:00,320,3,500,1,30,22,"Neither healthy nor unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Hot Cheetos","Salty"
2013-10-03 09:21:00,180,15,280,1,0,12,"Neither healthy nor unhealthy",1,"enriched corn meal sulfate niacin","hot cheetos","Salty"
2013-10-10 09:21:00,210,2,320,3,27,9,"Slightly Unhealthy",1,"whole corn,sunflower,canola oil.","sun chips","Sweet"
2013-10-23 20:45:00,40,4,90,18,25,8,"Slightly Unhealthy",8,"Milk chocolate, sugar, cocoa butter","Snickers","Sweet"
2013-10-25 18:24:00,160,1,310,19,36,2,"Slightly Unhealthy",1,"Wheat flour, niacin, iron","Cake","Sweet"
2013-09-15 22:20:00,160,2,160,1,15,10,"Unhealthy",1,"potatoes , vegetable oil , sour cream & onion seasoning","lays sour cream & onion","Salty"
2013-10-14 10:27:00,130,0,250,34,35,0,"Slightly healthy",1,"water, high fructose corn syrup, acid","powerade","Sweet"
2013-10-03 11:39:00,133,0,172,33,33,0,"Unhealthy",1,"SugarStarch Syrupplum paste","Korean Sweet Candy","Sweet"
2013-10-03 19:13:00,170,2,110,1,4,16,"Healthy",1,"sunflower.. salt ..seeds","sun flower seeds","Salty"
2013-10-02 18:40:00,190,16,150,3,7,26,"Unhealthy",1,"Vitmin A calcium vitamin 10","Skippy","Salty"
2013-09-20 17:49:00,150,1,170,0,17,0,"Neither healthy nor unhealthy",1,"potatos,cottonseed oil and/or sunflower oil,rice flour","poore brothers","Salty"
2013-10-02 17:38:00,200,6,150,13,27,80,"Slightly Unhealthy",1,NA,"Mini fudge stripes","Sweet"
2013-10-25 17:30:00,160,0,55,44,44,0,"Slightly Unhealthy",1,"Carbonated water , high fructose corn syrup , citric acid","Fanta orange","Sweet"
2013-10-04 16:57:00,210,1,180,2,22,12,"Unhealthy",1,"Patatoes , Vegetable Oil , Jalapeno Seasoning","Jalepeno Chips","Salty"
2013-10-01 12:09:00,70,0,15,19,19,0,"Slightly Unhealthy",1,"Water, High Fructose, and Corn Syrup","Kool-Aid Jammers","Sweet"
2013-10-23 16:48:00,1,2,200,0,38,17,"Neither healthy nor unhealthy",10,"whole cornvegetable oilmaltodextrin","Rancheritos","Salty"
2013-10-04 16:39:00,130,2,160,15,16,3,"Slightly healthy",2,"Low fat milk, Skim Milk, Vitamin A","Milk","Sweet"
2013-10-10 07:53:00,130,2,260,1,12,9,"Slightly healthy",1,"Enriched corn meal,ferrous sulfate,niacin","Kool aid","Salty"
2013-10-10 10:02:00,160,1,150,2,15,10,"Unhealthy",1,"potatoes, vegetable oil, BBQ seasoning","lays","Salty"
2013-10-10 12:06:00,150,3,210,1,15,9,"Slightly Unhealthy",2,"Dried potatos vegtable oil corn oil","Pringles pizza","Sweet"
2013-09-29 21:14:00,80,0,25,10,19,0,"Neither healthy nor unhealthy",1,"Fruit juice blend,corn syrup & sugar.","Ocean Spray gummies","Sweet"
2013-09-30 07:20:00,140,1,210,0,16,8,"Slightly Unhealthy",1,"C.v.o.MaltodextrinSalt","Doritos","Salty"
2013-10-03 22:51:00,100,1,50,1,3,8,"Neither healthy nor unhealthy",1,"Peanuts , almonds , cashews","Nut toppings","Sweet"
2013-10-01 12:15:00,160,3,110,11,22,8,"Unhealthy",1,"Unbleached enriched flour, semisweet chocolate chips, and sugar","Chips Ahoy!","Sweet"
2013-09-28 08:16:00,190,4,830,1,26,7,"Slightly healthy",1,"enriched wheat flour, iron, niacin","soup","Salty"
2013-10-10 12:11:00,80,2,5,5,10,4,"Unhealthy",1,"Suger palm oil skim milk substitute","Duvalin","Sweet"
2013-10-29 21:37:00,180,0,210,1,17,11,"Slightly Unhealthy",1,"potatoes, vegetable oil, cheddar and sour cream seasoning","Ruffles","Salty"
2013-10-25 18:31:00,150,7,55,13,21,0,"Neither healthy nor unhealthy",1,"Sugar, iron, flour","Circus animal","Sweet"
2013-10-27 13:09:00,130,0,40,33,0,0,"Unhealthy",1,"Carbonated water high fructose corn syrup and citric acid","Shasta orange","Sweet"
2013-10-22 19:37:00,160,2,300,0,13,11,"Slightly Unhealthy",1,"Corn meal,ferrous sulfate,niacin","Cheetos","Salty"
2013-10-23 19:24:00,120,2,0,0,0,14,"Unhealthy",1,"Corn oil","Mazola corn oil","Salty"
2013-10-10 10:03:00,320,3,500,1,30,22,"Slightly Unhealthy",1,"0enriched corn meal, vegetable oil,salt","hot cheetos","Salty"
2013-10-03 22:38:00,130,1,250,1,10,7,"Neither healthy nor unhealthy",18,"Veggie chips, potato flour, potato starch","Veggi chips","Salty"
2013-09-15 15:58:00,110,2,95,7,20,4,"Slightly healthy",1,"Crisp rice, whole grain oats, sugar","Fiber one","Salty"
2013-10-25 16:23:00,120,0,10,28,10,0,"Healthy",1,"filtered water, high fructose syrup, grape juice concentrate","tropicana berry punch","Sweet"
2013-10-10 09:24:00,220,2,200,20,37,7,"Neither healthy nor unhealthy",1,"enriched flour,niacin,iron,","chocolate chip cookie","Sweet"
2013-09-25 23:28:00,156,0,390,25,30,0,"Slightly Unhealthy",1,"Sugar, tamarindo , salt","Tama-roca","Salty"
2013-09-27 13:09:00,250,3,490,1,28,14,"Unhealthy",1,"Enriched Corn Meal , Vegatable Oil, Dried Patatoes","Hot Fries","Salty"
2013-10-17 21:14:00,140,2,770,2,44,23,"Unhealthy",3,"enriched corn meal, vegetable oil, dried potatoes","cheaters fries flamin hot","Salty"
2013-10-24 10:13:00,150,2,300,1,13,10,"Unhealthy",15,"corn meal,ferrous suffate,niacin","hot cheetos puffs","Salty"
2013-09-29 13:45:00,190,4,200,1,19,13,"Unhealthy",1,"Dried patatoes,vegetable oil,corn oil","Pringles","Salty"
2013-11-01 23:32:00,300,7,1060,2,38,13,"Unhealthy",1,"enriched wheat flour, niacin, palm oil","cup noodles","Salty"
2013-10-02 09:03:00,100,1,0,14,22,1,"Neither healthy nor unhealthy",2,"sugar vegtable oil","mamba","Sweet"
2013-10-27 14:35:00,0,6,55,12,21,170,"Unhealthy",2,"watervanilla.satured fillinh","Bauduco vanilla","Sweet"
2013-10-26 19:02:00,80,1,105,1,10,12,"Slightly Unhealthy",1,"unbleached enriched flour riboflavin","ritz","Salty"
2013-10-10 10:12:00,160,2,250,0,13,11,"Slightly Unhealthy",1,"Enriched Corn Meal,ferrous Sulfate,Niacin","Cheetos Flaming Hot Crunchy","Salty"
2013-10-04 07:00:00,300,7,1180,1,38,13,"Slightly Unhealthy",1,"0 wheat flour reduced iron niacin","cup noodles","Salty"
2013-10-27 14:01:00,160,2,160,0,16,10,"Unhealthy",1,"Corn, corn oil, salt","Fritos","Salty"
2013-10-05 15:10:00,270,5,360,33,46,9,"Slightly Unhealthy",1,"enriched bleached wheat fliur,water,sugarsugar","twinkies","Sweet"
2013-10-13 12:43:00,140,0,45,39,39,0,"Slightly Unhealthy",1,"carbonated water,caramel color,caffeine","coca cola","Sweet"
2013-09-15 22:54:00,100,1,80,7,0,2,"Slightly healthy",1,"flour , sugar , fructose","pastry crisps strawberry","Sweet"
2013-09-29 21:52:00,100,2,100,8,18,3,"Slightly Unhealthy",1,"whole grain wheat, rice flour, sugar","cinnamon toast crunch treats","Sweet"
2013-10-24 09:53:00,130,0,270,34,34,0,"Slightly Unhealthy",1,"water sugar dextrose","gatorade","Sweet"
2013-10-10 10:21:00,0,2,30,8,11,80,"Unhealthy",1,"Milk chocolate,sugar,coca butter","Twix","Sweet"
2013-11-01 23:13:00,180,6,55,21,26,9,"Unhealthy",1,"milk chocolate, cocoa butter, lactose","crunch","Sweet"
2013-09-16 22:44:00,140,1,300,0,20,8,"Unhealthy",1,"Enriched Corn Meal, Sulfate, Niacin","Cheeto Fries","Salty"
2013-10-26 11:13:00,160,2,140,14,25,7,"Neither healthy nor unhealthy",1,"sugar, unbleached enriched flour, high fructose corn syrup","oreos","Sweet"
2013-10-21 16:23:00,160,15,250,0,13,11,"Unhealthy",20,"corn meal , ferrous , salt , sugar,","chettos","Sweet"
2013-09-30 22:50:00,60,0,15,16,17,0,"Neither healthy nor unhealthy",1,"waterhigh fructose corn syrup apple juice concentrate","caprisun","Sweet"
2013-09-25 23:32:00,530,5,540,36,67,26,"Neither healthy nor unhealthy",1,"Wheat flour bleached, sugar, blueberries","Blueberry muffin","Sweet"
2013-10-15 15:56:00,160,1,25,8,14,10,"Healthy",2,"Raisins almonds cashews","Autumn harvest trail mix","Salty"
2013-10-15 08:36:00,130,0,250,34,36,0,"Slightly healthy",1,"water, high fructose corn syrup,citric acid","powerade","Sweet"
2013-10-10 10:10:00,80,0,30,18,23,0,"Unhealthy",1,"Sugar, gum base, corn syrup","Rockaleta","Sweet"
2013-09-15 14:28:00,50,0,55,7,12,1,"Unhealthy",1,"pears from concentrate , corn syrup , dried corn syrup","fruit roll up","Sweet"
2013-10-13 19:08:00,170,4,60,11,22,9,"Slightly Unhealthy",2,"butter, whole milk powder, vanilla","milanoilk chocolate","Sweet"
2013-09-29 20:26:00,0,0,0,0,0,0,"Neither healthy nor unhealthy",1,NA,"Arizona tea","Sweet"
2013-10-10 08:15:00,320,3,500,1,30,22,"Unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Cheetos flamin hot crunchy","Salty"
2013-10-01 12:07:00,160,2,251,0,13,12,"Unhealthy",1,"enriched corn meal, ferries ,sulfate niacin","hot cheetos","Salty"
2013-10-02 16:34:00,160,1,35,5,9,12,"Neither healthy nor unhealthy",1,"AlmondsSugarCocoa","Cocoa almonds","Sweet"
2013-10-09 22:59:00,200,0,120,53,53,0,"Slightly Unhealthy",3,"0carbon water Carmen","Coca-Cola","Sweet"
2013-09-27 13:12:00,190,0,4,17,41,0,"Unhealthy",1,"Corn Syrup , Sugar , Inulin","Sour Warm","Salty"
2013-10-10 10:01:00,210,2,320,3,27,9,"Slightly healthy",1,"0whole corn, sunflower oil, whole wheat","sun chips","Salty"
2013-10-24 09:42:00,200,6,35,27,29,9,"Slightly healthy",1,"Milk chocolate, sugar, cocoa butter","Caramel choclate","Sweet"
2013-10-11 12:47:00,200,2,260,19,35,5,"Neither healthy nor unhealthy",2,NA,"Pop tarts","Sweet"
2013-10-05 15:06:00,160,3,85,17,21,8,"Neither healthy nor unhealthy",2,"milk chocolate (sugar,cocoa butter)","snickers","Sweet"
2013-10-10 08:01:00,80,0,5,13,19,0,"Neither healthy nor unhealthy",1,"Corn syrup, sugar, apple purí©e concentrated","Kellogg's Fruity Snacks","Sweet"
2013-10-03 21:57:00,100,2,260,1,9,7,"Neither healthy nor unhealthy",2,"Organic kale, red bell peppers, organic cashews","Kale krunch","Salty"
2013-10-23 20:39:00,150,3,140,4,16,8,"Slightly Unhealthy",1,"unbleached enriched flour, thiamine mononitrate, riboflavin vitamin","ritz bitz cheese","Salty"
2013-10-30 17:49:00,160,2,260,0,13,11,"Neither healthy nor unhealthy",1,"enriched corn meal, niacin, thaimin monitrate","hot cheetohs limon","Salty"
2013-10-18 12:03:00,280,5,200,18,38,13,"Slightly Unhealthy",1,"Enriched flourNiacinReduced iron","Famous Amos","Sweet"
2013-10-10 08:01:00,200,2,260,19,35,5,"Slightly Unhealthy",3,"palm oil soybean water","pop tarts","Sweet"
2013-10-24 16:19:00,130,1,250,0,20,5,"Slightly Unhealthy",4,"Corn, Salt, Corn oil","Corn nuts chile picante","Salty"
2013-10-23 16:58:00,150,0,85,39,300,0,"Unhealthy",1,"Carbonated water,suger,caramel","Coca coca","Sweet"
2013-10-20 14:12:00,20,2,150,8,16,2,"Neither healthy nor unhealthy",2,"sugar, corn syrup, cocoa","milk chocolate","Sweet"
2013-09-15 15:29:00,190,1,160,12,29,6,"Slightly healthy",1,"whole grain oats , sugar , canola oil","nature valley crunchy oats n' honey","Sweet"
2013-10-27 16:25:00,5,0,35,0,1,0,"Slightly healthy",1,"natural and artificial flavors, maltodex-trin, aspartame","yoo-hoo mix it","Sweet"
2013-10-26 19:09:00,170,0,150,9,28,2,"Neither healthy nor unhealthy",1,"whole grain corn, corn meal, sugar","frute brute cereal","Sweet"
2013-09-27 16:24:00,120,0,45,17,0,0,"Slightly Unhealthy",1,"strained yogurt, pasteurized skimmed milk,live active yogurt cultures","fage","Salty"
2013-09-14 18:05:00,250,2,280,21,46,6,"Unhealthy",1,"Toasted Rice Cereal ,  Sugar , Salt","Rice Krispee Treat","Sweet"
2013-10-10 09:38:00,150,200,100,50,12,50,"Neither healthy nor unhealthy",1,"chili, lime,corn snacksnack","takes","Salty"
2013-10-17 11:34:00,50,0,160,14,5,0,"Slightly healthy",1,"Orange, water corn syrup","Sunny d","Sweet"
2013-10-10 10:01:00,35,6,110,11,22,17,"Neither healthy nor unhealthy",1,"Enriched Flour,Semi sweet Chocolate Chips,Milk Fat","Grandma Chocolate Chip Cookie","Sweet"
2013-09-24 17:00:00,5,0,95,1,12,60,"Slightly Unhealthy",2,"unbleached enriched flour, barley flour , niacin","bread","Sweet"
2013-09-30 07:45:00,90,0,80,7,19,2,"Slightly healthy",1,"gronala,brown sugar,crisp rice","chewy quaker","Sweet"
2013-10-03 15:42:00,140,0,110,3,23,4,"Healthy",1,"Enriched Yellow Corn, Sunflower Oil, and Sugar","Popcorners","Salty"
2013-10-13 18:38:00,240,2,360,1,28,14,"Unhealthy",1,"Corn, vegetable oil, maltodextrin","Doritos","Salty"
2013-10-02 10:57:00,370,3,500,1,30,22,"Neither healthy nor unhealthy",1,"Enriched corn meal, ferrous sulfate, niacin","Hot Chetoss","Salty"
