Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-01-10 23:00:00+00:00,Moscow,214.0,25.3,19.0,33.0,12.1,14.7,Industrial
2024-11-25 19:00:00+00:00,Moscow,457.0,63.4,72.0,2.0,35.6,43.1,Industrial
2024-02-29 10:00:00+00:00,Moscow,375.0,39.5,45.1,31.0,29.1,37.1,Industrial
2024-11-08 05:00:00+00:00,Moscow,282.0,39.5,24.5,9.0,19.3,21.5,Industrial
2024-10-03 00:00:00+00:00,Moscow,294.0,37.9,43.6,7.0,29.3,34.4,Industrial
2024-07-31 12:00:00+00:00,Moscow,228.0,19.7,13.7,41.0,10.5,12.3,Industrial
2024-02-13 23:00:00+00:00,Moscow,262.0,17.5,17.9,54.0,11.0,13.2,Industrial
2024-04-17 06:00:00+00:00,Moscow,487.0,60.0,40.5,19.0,24.6,29.2,Industrial
2024-10-30 22:00:00+00:00,Moscow,167.0,11.9,7.9,38.0,4.8,7.3,Industrial
2024-09-27 00:00:00+00:00,Moscow,186.0,15.9,24.4,40.0,19.4,26.5,Industrial
2024-07-06 01:00:00+00:00,Moscow,164.0,14.9,12.1,49.0,9.1,10.9,Industrial
2024-12-20 22:00:00+00:00,Moscow,232.0,22.5,23.8,35.0,20.4,24.4,Industrial
2024-12-07 15:00:00+00:00,Moscow,384.0,30.8,40.6,15.0,19.9,24.1,Industrial
2024-10-21 04:00:00+00:00,Moscow,509.0,36.3,43.0,1.0,30.9,55.0,Industrial
2024-08-24 16:00:00+00:00,Moscow,374.0,31.8,21.5,50.0,17.7,21.6,Industrial
2024-03-28 06:00:00+00:00,Moscow,1062.0,103.2,142.2,10.0,101.5,110.2,Industrial
2024-06-21 06:00:00+00:00,Moscow,197.0,22.8,15.5,50.0,10.4,13.2,Industrial
2024-10-30 09:00:00+00:00,Moscow,272.0,30.1,37.2,22.0,17.4,24.2,Industrial
2024-03-05 23:00:00+00:00,Moscow,272.0,38.1,24.7,38.0,23.2,27.7,Industrial
2024-08-06 09:00:00+00:00,Moscow,279.0,42.3,31.7,38.0,21.5,25.1,Industrial
2024-12-27 08:00:00+00:00,Moscow,823.0,45.1,65.0,1.0,53.6,67.3,Industrial
2024-07-22 22:00:00+00:00,Moscow,190.0,26.3,18.1,32.0,11.3,12.7,Industrial
2024-03-13 09:00:00+00:00,Moscow,661.0,66.4,112.1,35.0,79.1,88.2,Industrial
2024-01-27 23:00:00+00:00,Moscow,410.0,40.3,32.3,3.0,38.0,39.6,Industrial
2024-03-15 07:00:00+00:00,Moscow,507.0,42.4,48.1,33.0,34.7,42.5,Industrial
2024-07-19 18:00:00+00:00,Moscow,317.0,71.4,22.9,45.0,16.6,25.6,Industrial
2024-07-13 22:00:00+00:00,Moscow,428.0,52.0,33.2,12.0,29.3,36.5,Industrial
2024-05-25 17:00:00+00:00,Moscow,230.0,20.3,15.6,67.0,13.6,15.8,Industrial
2024-12-14 20:00:00+00:00,Moscow,226.0,25.3,22.6,44.0,13.9,15.9,Industrial
2024-08-11 05:00:00+00:00,Moscow,246.0,22.7,15.5,44.0,11.9,14.4,Industrial
2024-04-30 13:00:00+00:00,Moscow,199.0,14.7,12.4,78.0,9.1,11.4,Industrial
2024-02-14 01:00:00+00:00,Moscow,255.0,18.1,19.3,55.0,11.4,13.8,Industrial
2024-02-14 22:00:00+00:00,Moscow,301.0,19.7,20.2,60.0,10.9,13.9,Industrial
2024-02-01 22:00:00+00:00,Moscow,239.0,20.4,17.2,46.0,16.5,18.3,Industrial
2024-08-01 02:00:00+00:00,Moscow,181.0,25.0,17.0,24.0,12.3,14.0,Industrial
2024-10-21 16:00:00+00:00,Moscow,550.0,66.4,40.6,1.0,36.1,49.7,Industrial
2024-10-06 03:00:00+00:00,Moscow,266.0,34.0,32.0,2.0,27.2,33.5,Industrial
2024-10-13 11:00:00+00:00,Moscow,213.0,11.4,19.5,39.0,9.8,13.8,Industrial
2024-05-14 01:00:00+00:00,Moscow,225.0,27.3,27.2,29.0,19.4,23.9,Industrial
2024-04-29 08:00:00+00:00,Moscow,240.0,37.5,26.2,57.0,13.3,18.2,Industrial
2024-08-08 20:00:00+00:00,Moscow,322.0,58.4,26.4,5.0,26.0,28.3,Industrial
2024-07-10 17:00:00+00:00,Moscow,183.0,41.7,16.9,49.0,9.3,12.4,Industrial
2024-12-09 08:00:00+00:00,Moscow,645.0,58.4,95.1,2.0,53.6,61.3,Industrial
2024-02-23 23:00:00+00:00,Moscow,226.0,14.4,17.9,58.0,14.6,17.7,Industrial
2024-10-03 06:00:00+00:00,Moscow,648.0,54.9,67.5,7.0,52.8,65.8,Industrial
2024-10-06 20:00:00+00:00,Moscow,215.0,15.9,11.3,44.0,11.0,12.3,Industrial
2024-03-04 18:00:00+00:00,Moscow,1269.0,105.3,132.6,0.0,93.7,121.0,Industrial
2024-06-20 08:00:00+00:00,Moscow,234.0,30.5,23.1,62.0,17.2,19.5,Industrial
2024-04-25 00:00:00+00:00,Moscow,184.0,13.7,11.7,63.0,11.6,13.0,Industrial
2024-02-11 18:00:00+00:00,Moscow,311.0,40.7,32.6,35.0,23.9,27.0,Industrial
2024-07-08 01:00:00+00:00,Moscow,278.0,45.3,47.0,14.0,37.9,45.7,Industrial
2024-05-27 07:00:00+00:00,Moscow,234.0,25.0,28.2,48.0,15.0,18.9,Industrial
2024-03-21 06:00:00+00:00,Moscow,1930.0,112.7,223.6,6.0,144.3,160.3,Industrial
2024-07-28 23:00:00+00:00,Moscow,451.0,50.0,40.7,3.0,28.8,32.9,Industrial
2024-04-12 10:00:00+00:00,Moscow,207.0,14.7,10.0,64.0,9.3,11.7,Industrial
2024-09-06 00:00:00+00:00,Moscow,361.0,33.0,30.5,8.0,32.1,37.6,Industrial
2024-04-02 00:00:00+00:00,Moscow,257.0,31.0,23.7,35.0,30.7,39.6,Industrial
2024-08-01 18:00:00+00:00,Moscow,222.0,34.9,13.4,31.0,9.5,12.3,Industrial
2024-12-20 18:00:00+00:00,Moscow,315.0,33.9,32.7,21.0,23.3,28.1,Industrial
2024-04-11 12:00:00+00:00,Moscow,229.0,23.8,17.5,73.0,10.6,15.2,Industrial
2024-02-17 14:00:00+00:00,Moscow,341.0,31.9,28.1,48.0,19.6,24.7,Industrial
2024-03-24 03:00:00+00:00,Moscow,353.0,39.6,36.9,9.0,26.5,30.7,Industrial
2024-03-08 15:00:00+00:00,Moscow,423.0,50.6,22.2,20.0,21.4,24.5,Industrial
2024-12-21 03:00:00+00:00,Moscow,235.0,22.1,24.0,29.0,14.1,18.5,Industrial
2024-04-20 06:00:00+00:00,Moscow,238.0,18.2,19.1,52.0,9.9,12.1,Industrial
2024-04-17 20:00:00+00:00,Moscow,501.0,71.7,45.8,2.0,42.3,58.2,Industrial
2024-01-04 08:00:00+00:00,Moscow,617.0,55.6,79.5,16.0,40.9,53.3,Industrial
2024-08-24 10:00:00+00:00,Moscow,238.0,19.3,16.0,65.0,11.4,15.3,Industrial
2024-05-27 12:00:00+00:00,Moscow,205.0,16.5,25.0,74.0,13.8,18.6,Industrial
2024-10-12 17:00:00+00:00,Moscow,203.0,15.8,17.6,31.0,12.5,16.3,Industrial
2024-08-25 18:00:00+00:00,Moscow,723.0,84.7,58.5,16.0,44.6,60.2,Industrial
2024-05-15 04:00:00+00:00,Moscow,653.0,65.4,82.4,8.0,61.9,81.3,Industrial
2024-07-01 19:00:00+00:00,Moscow,261.0,41.1,21.8,49.0,20.4,24.7,Industrial
2024-07-20 12:00:00+00:00,Moscow,214.0,15.4,13.2,69.0,9.9,10.9,Industrial
2024-09-22 13:00:00+00:00,Moscow,217.0,17.5,16.1,68.0,8.8,11.6,Industrial
2024-07-26 14:00:00+00:00,Moscow,260.0,58.8,28.0,41.0,17.9,21.0,Industrial
2024-09-02 04:00:00+00:00,Moscow,451.0,37.1,47.3,10.0,38.2,42.8,Industrial
2024-07-28 21:00:00+00:00,Moscow,398.0,50.0,24.2,7.0,22.8,26.3,Industrial
2024-09-03 00:00:00+00:00,Moscow,248.0,23.3,26.3,23.0,31.2,37.3,Industrial
2024-01-28 20:00:00+00:00,Moscow,663.0,54.7,46.9,0.0,55.6,59.5,Industrial
2024-01-22 07:00:00+00:00,Moscow,390.0,48.6,44.6,14.0,26.8,36.4,Industrial
2024-12-05 11:00:00+00:00,Moscow,407.0,51.3,73.2,15.0,35.5,43.3,Industrial
2024-08-02 02:00:00+00:00,Moscow,199.0,26.3,18.4,20.0,12.3,15.5,Industrial
2024-08-03 04:00:00+00:00,Moscow,363.0,22.6,31.1,28.0,21.0,24.6,Industrial
2024-07-03 23:00:00+00:00,Moscow,257.0,58.1,34.7,24.0,38.0,55.3,Industrial
2024-04-27 18:00:00+00:00,Moscow,217.0,25.5,14.9,39.0,13.1,14.0,Industrial
2024-06-28 06:00:00+00:00,Moscow,482.0,56.1,59.4,23.0,38.2,43.0,Industrial
2024-07-06 10:00:00+00:00,Moscow,168.0,8.8,9.4,77.0,7.1,8.4,Industrial
2024-02-19 07:00:00+00:00,Moscow,497.0,63.9,59.1,20.0,32.4,43.5,Industrial
2024-01-25 16:00:00+00:00,Moscow,392.0,48.2,52.6,13.0,25.0,30.1,Industrial
2024-11-19 09:00:00+00:00,Moscow,327.0,34.6,30.7,14.0,23.8,29.2,Industrial
2024-09-26 16:00:00+00:00,Moscow,278.0,44.6,31.3,35.0,16.8,21.8,Industrial
2024-04-27 08:00:00+00:00,Moscow,315.0,25.9,26.6,44.0,17.2,20.5,Industrial
2024-04-14 17:00:00+00:00,Moscow,210.0,22.4,19.1,50.0,13.7,15.5,Industrial
2024-07-15 19:00:00+00:00,Moscow,286.0,61.3,23.6,41.0,19.8,22.5,Industrial
2024-02-22 15:00:00+00:00,Moscow,372.0,40.8,43.1,24.0,24.9,31.1,Industrial
2024-01-01 14:00:00+00:00,Moscow,765.0,63.0,66.0,1.0,57.2,70.0,Industrial
2024-06-16 14:00:00+00:00,Moscow,207.0,13.5,11.3,66.0,8.6,10.2,Industrial
2024-05-06 23:00:00+00:00,Moscow,181.0,13.0,9.0,60.0,8.8,9.7,Industrial
2024-09-18 06:00:00+00:00,Moscow,860.0,62.7,72.6,9.0,78.7,95.3,Industrial
2024-06-21 20:00:00+00:00,Moscow,253.0,52.5,23.2,14.0,15.4,18.0,Industrial
2024-07-19 13:00:00+00:00,Moscow,222.0,26.1,20.8,91.0,13.5,20.3,Industrial
2024-11-17 01:00:00+00:00,Moscow,172.0,13.7,15.3,38.0,12.7,15.4,Industrial
2024-05-03 05:00:00+00:00,Moscow,218.0,23.8,14.1,58.0,9.0,11.1,Industrial
2024-07-13 05:00:00+00:00,Moscow,316.0,28.6,36.2,57.0,16.5,23.0,Industrial
2024-09-26 06:00:00+00:00,Moscow,355.0,39.4,51.6,18.0,26.4,33.4,Industrial
2024-02-18 04:00:00+00:00,Moscow,229.0,25.0,22.8,36.0,9.6,11.8,Industrial
2024-12-25 22:00:00+00:00,Moscow,400.0,49.2,52.3,2.0,37.5,43.0,Industrial
2024-08-28 09:00:00+00:00,Moscow,280.0,46.0,23.7,57.0,18.4,20.8,Industrial
2024-05-26 20:00:00+00:00,Moscow,227.0,22.5,14.1,42.0,14.6,16.6,Industrial
2024-12-04 09:00:00+00:00,Moscow,443.0,46.4,47.3,14.0,33.6,41.1,Industrial
2024-09-12 23:00:00+00:00,Moscow,189.0,18.0,25.1,40.0,21.0,23.1,Industrial
2024-06-26 23:00:00+00:00,Moscow,193.0,37.9,19.9,11.0,17.8,19.3,Industrial
2024-11-17 00:00:00+00:00,Moscow,169.0,13.7,15.6,39.0,12.2,14.9,Industrial
2024-08-19 00:00:00+00:00,Moscow,471.0,55.7,33.4,2.0,30.2,42.3,Industrial
2024-03-08 09:00:00+00:00,Moscow,354.0,40.0,27.3,28.0,25.5,31.1,Industrial
2024-11-19 15:00:00+00:00,Moscow,479.0,48.2,45.3,3.0,30.3,39.5,Industrial
2024-01-15 10:00:00+00:00,Moscow,295.0,33.2,33.0,24.0,19.5,25.3,Industrial
2024-04-09 13:00:00+00:00,Moscow,291.0,35.8,31.9,55.0,26.1,31.1,Industrial
2024-04-05 23:00:00+00:00,Moscow,272.0,26.3,22.0,49.0,17.0,20.0,Industrial
2024-12-27 21:00:00+00:00,Moscow,466.0,62.7,72.3,1.0,44.5,55.0,Industrial
2024-08-23 07:00:00+00:00,Moscow,307.0,31.5,36.6,38.0,23.5,30.5,Industrial
2024-06-06 14:00:00+00:00,Moscow,480.0,106.7,92.7,54.0,54.2,69.4,Industrial
2024-06-17 07:00:00+00:00,Moscow,245.0,25.6,18.7,45.0,22.7,28.9,Industrial
2024-04-02 06:00:00+00:00,Moscow,545.0,43.7,53.1,13.0,47.7,67.5,Industrial
2024-08-03 02:00:00+00:00,Moscow,244.0,25.0,18.8,15.0,21.4,24.7,Industrial
2024-08-29 01:00:00+00:00,Moscow,240.0,28.9,24.7,36.0,24.7,29.1,Industrial
2024-10-11 06:00:00+00:00,Moscow,293.0,24.1,37.5,11.0,23.0,27.1,Industrial
2024-06-19 20:00:00+00:00,Moscow,220.0,31.8,22.1,42.0,15.4,19.5,Industrial
2024-12-12 23:00:00+00:00,Moscow,170.0,17.8,21.3,59.0,11.6,14.0,Industrial
2024-03-18 14:00:00+00:00,Moscow,528.0,51.5,38.2,9.0,63.2,85.5,Industrial
2024-06-16 02:00:00+00:00,Moscow,227.0,29.2,22.3,31.0,19.5,24.6,Industrial
2024-08-30 04:00:00+00:00,Moscow,426.0,38.6,28.7,12.0,37.2,43.9,Industrial
2024-09-29 21:00:00+00:00,Moscow,207.0,24.7,14.9,47.0,8.1,8.8,Industrial
2024-12-28 15:00:00+00:00,Moscow,953.0,63.1,99.3,0.0,51.2,68.5,Industrial
2024-05-11 01:00:00+00:00,Moscow,218.0,20.6,12.4,41.0,13.7,14.5,Industrial
2024-07-15 02:00:00+00:00,Moscow,339.0,45.0,37.1,22.0,36.4,40.9,Industrial
2024-03-05 09:00:00+00:00,Moscow,320.0,35.1,25.6,33.0,24.2,27.0,Industrial
2024-10-02 20:00:00+00:00,Moscow,345.0,44.9,38.5,13.0,29.5,35.5,Industrial
2024-04-05 08:00:00+00:00,Moscow,259.0,41.1,23.9,51.0,12.9,17.7,Industrial
2024-02-14 15:00:00+00:00,Moscow,405.0,40.1,24.3,35.0,14.8,19.2,Industrial
2024-06-13 19:00:00+00:00,Moscow,193.0,31.9,12.6,39.0,9.4,10.8,Industrial
2024-05-23 01:00:00+00:00,Moscow,178.0,19.8,19.9,41.0,13.1,16.2,Industrial
2024-09-05 04:00:00+00:00,Moscow,332.0,28.5,27.2,21.0,19.7,25.8,Industrial
2024-11-26 22:00:00+00:00,Moscow,574.0,57.0,61.0,1.0,43.6,54.5,Industrial
2024-06-18 21:00:00+00:00,Moscow,193.0,23.5,11.9,48.0,10.0,11.2,Industrial
2024-06-01 05:00:00+00:00,Moscow,361.0,28.7,31.8,38.0,25.1,35.1,Industrial
2024-01-29 10:00:00+00:00,Moscow,344.0,35.3,34.0,31.0,23.7,30.9,Industrial
2024-05-11 04:00:00+00:00,Moscow,210.0,15.5,12.3,49.0,9.0,9.7,Industrial
2024-09-13 03:00:00+00:00,Moscow,200.0,21.5,29.2,36.0,16.3,19.2,Industrial
2024-02-09 04:00:00+00:00,Moscow,306.0,35.0,28.6,34.0,16.2,18.6,Industrial
2024-12-13 03:00:00+00:00,Moscow,183.0,24.4,21.4,56.0,11.2,13.0,Industrial
2024-06-30 15:00:00+00:00,Moscow,293.0,32.3,21.7,72.0,16.4,20.2,Industrial
2024-11-17 16:00:00+00:00,Moscow,271.0,27.0,22.1,29.0,18.5,21.1,Industrial
2024-04-10 04:00:00+00:00,Moscow,432.0,44.4,50.8,5.0,44.5,57.9,Industrial
2024-10-18 16:00:00+00:00,Moscow,831.0,71.5,70.1,0.0,68.8,79.7,Industrial
2024-11-30 07:00:00+00:00,Moscow,396.0,41.3,30.7,9.0,23.2,28.4,Industrial
2024-05-17 09:00:00+00:00,Moscow,202.0,25.7,16.8,52.0,11.5,13.9,Industrial
2024-03-24 10:00:00+00:00,Moscow,391.0,24.4,30.9,28.0,20.4,23.8,Industrial
2024-09-06 17:00:00+00:00,Moscow,560.0,86.7,66.2,2.0,41.4,51.9,Industrial
2024-05-06 19:00:00+00:00,Moscow,209.0,22.3,15.6,50.0,11.0,11.9,Industrial
2024-12-24 05:00:00+00:00,Moscow,842.0,51.3,125.8,0.0,67.8,82.5,Industrial
2024-01-16 00:00:00+00:00,Moscow,214.0,18.7,23.0,49.0,17.3,20.2,Industrial
2024-11-12 20:00:00+00:00,Moscow,264.0,39.7,34.0,17.0,23.2,29.5,Industrial
2024-07-21 20:00:00+00:00,Moscow,289.0,37.9,23.8,24.0,29.2,36.5,Industrial
2024-01-31 16:00:00+00:00,Moscow,524.0,58.2,51.2,2.0,42.0,56.9,Industrial
2024-05-23 05:00:00+00:00,Moscow,239.0,25.1,23.6,48.0,11.6,14.7,Industrial
2024-09-01 06:00:00+00:00,Moscow,359.0,26.7,44.6,35.0,26.7,32.8,Industrial
2024-09-23 15:00:00+00:00,Moscow,387.0,59.7,67.1,33.0,29.1,37.7,Industrial
2024-03-06 02:00:00+00:00,Moscow,303.0,46.4,37.1,31.0,22.3,23.7,Industrial
2024-06-23 04:00:00+00:00,Moscow,345.0,41.1,54.0,28.0,27.8,33.5,Industrial
2024-11-23 22:00:00+00:00,Moscow,220.0,21.2,20.7,31.0,10.1,12.2,Industrial
2024-11-06 21:00:00+00:00,Moscow,191.0,23.2,14.0,31.0,13.0,15.7,Industrial
2024-08-20 19:00:00+00:00,Moscow,289.0,52.4,22.2,26.0,17.6,19.6,Industrial
2024-12-20 15:00:00+00:00,Moscow,463.0,45.7,46.2,14.0,26.2,31.9,Industrial
2024-02-19 19:00:00+00:00,Moscow,1085.0,87.9,140.6,0.0,77.2,103.4,Industrial
2024-02-22 05:00:00+00:00,Moscow,320.0,47.5,53.3,20.0,25.9,33.0,Industrial
2024-08-25 17:00:00+00:00,Moscow,597.0,83.1,39.3,30.0,34.1,43.4,Industrial
2024-09-12 10:00:00+00:00,Moscow,224.0,15.8,24.9,59.0,32.0,86.1,Industrial
2024-12-05 21:00:00+00:00,Moscow,279.0,33.5,41.9,26.0,25.6,28.5,Industrial
2024-12-29 04:00:00+00:00,Moscow,339.0,41.1,76.8,1.0,43.3,51.6,Industrial
2024-06-11 15:00:00+00:00,Moscow,254.0,29.1,14.9,55.0,18.3,22.9,Industrial
2024-08-17 21:00:00+00:00,Moscow,252.0,21.6,12.6,56.0,14.0,15.5,Industrial
2024-10-04 09:00:00+00:00,Moscow,400.0,47.7,52.7,13.0,45.2,55.1,Industrial
2024-11-19 20:00:00+00:00,Moscow,261.0,35.6,40.9,23.0,22.1,29.7,Industrial
2024-12-18 03:00:00+00:00,Moscow,223.0,24.5,22.8,41.0,12.2,15.0,Industrial
2024-08-16 04:00:00+00:00,Moscow,355.0,34.6,25.4,32.0,23.0,28.5,Industrial
2024-05-25 01:00:00+00:00,Moscow,258.0,22.7,20.0,33.0,20.4,24.1,Industrial
2024-04-23 14:00:00+00:00,Moscow,245.0,28.5,19.7,60.0,12.1,14.1,Industrial
2024-05-30 21:00:00+00:00,Moscow,393.0,59.7,41.5,10.0,31.2,36.6,Industrial
2024-01-23 10:00:00+00:00,Moscow,293.0,24.1,24.4,41.0,20.7,26.3,Industrial
2024-01-14 09:00:00+00:00,Moscow,403.0,34.9,43.4,24.0,27.6,36.7,Industrial
2024-07-20 03:00:00+00:00,Moscow,213.0,23.2,21.2,34.0,17.6,19.9,Industrial
2024-09-16 00:00:00+00:00,Moscow,260.0,26.9,24.3,15.0,17.8,23.4,Industrial
2024-07-08 10:00:00+00:00,Moscow,184.0,20.4,27.9,98.0,18.9,22.6,Industrial
2024-08-09 13:00:00+00:00,Moscow,259.0,26.3,18.5,53.0,13.7,15.8,Industrial
2024-09-21 03:00:00+00:00,Moscow,199.0,22.1,18.5,22.0,16.8,20.2,Industrial
2024-01-02 13:00:00+00:00,Moscow,384.0,39.1,26.7,36.0,15.8,24.4,Industrial
2024-04-10 12:00:00+00:00,Moscow,285.0,31.8,37.1,73.0,22.4,28.5,Industrial
2024-05-17 13:00:00+00:00,Moscow,192.0,24.6,14.2,58.0,7.9,9.8,Industrial
2024-10-22 23:00:00+00:00,Moscow,238.0,26.6,19.2,15.0,23.0,30.7,Industrial
2024-09-05 11:00:00+00:00,Moscow,249.0,16.3,18.4,65.0,13.6,16.4,Industrial
2024-01-21 07:00:00+00:00,Moscow,555.0,55.9,71.8,7.0,33.3,40.2,Industrial
2024-12-09 13:00:00+00:00,Moscow,957.0,62.5,101.2,0.0,65.7,80.1,Industrial
2024-06-01 18:00:00+00:00,Moscow,262.0,43.1,24.2,45.0,28.3,41.5,Industrial
2024-08-15 14:00:00+00:00,Moscow,253.0,21.7,10.6,64.0,12.2,16.7,Industrial
2024-05-06 03:00:00+00:00,Moscow,302.0,38.1,43.8,22.0,28.5,37.1,Industrial
2024-09-29 05:00:00+00:00,Moscow,376.0,37.7,40.9,17.0,33.0,39.8,Industrial
2024-03-13 01:00:00+00:00,Moscow,420.0,68.7,43.3,13.0,35.4,43.0,Industrial
2024-01-22 05:00:00+00:00,Moscow,388.0,53.0,45.8,10.0,24.2,34.3,Industrial
2024-09-23 01:00:00+00:00,Stockholm,171.0,14.5,0.5,48.0,3.5,5.9,Residential
2024-03-03 00:00:00+00:00,Stockholm,222.0,18.8,0.9,26.0,11.5,17.0,Residential
2024-09-29 11:00:00+00:00,Stockholm,177.0,2.4,0.2,65.0,1.6,6.3,Residential
2024-05-11 09:00:00+00:00,Stockholm,157.0,4.1,0.4,81.0,2.7,5.9,Residential
2024-01-21 16:00:00+00:00,Stockholm,202.0,12.2,0.7,59.0,8.7,10.7,Residential
2024-05-22 14:00:00+00:00,Stockholm,146.0,5.3,0.7,87.0,3.9,5.3,Residential
2024-01-04 23:00:00+00:00,Stockholm,188.0,5.7,0.7,58.0,2.1,2.9,Residential
2024-06-03 14:00:00+00:00,Stockholm,152.0,6.5,0.2,80.0,7.0,12.5,Residential
2024-05-26 14:00:00+00:00,Stockholm,155.0,4.3,0.5,93.0,7.0,9.9,Residential
2024-01-14 06:00:00+00:00,Stockholm,174.0,4.3,0.3,47.0,2.4,3.1,Residential
2024-06-13 20:00:00+00:00,Stockholm,138.0,12.0,0.4,57.0,3.7,6.6,Residential
2024-09-07 11:00:00+00:00,Stockholm,207.0,9.6,0.9,73.0,10.3,12.4,Residential
2024-08-15 09:00:00+00:00,Stockholm,159.0,7.6,0.6,71.0,4.3,7.0,Residential
2024-03-07 11:00:00+00:00,Stockholm,206.0,8.5,0.8,68.0,5.2,8.9,Residential
2024-08-18 05:00:00+00:00,Stockholm,146.0,4.6,0.3,62.0,4.5,9.3,Residential
2024-11-17 03:00:00+00:00,Stockholm,147.0,1.0,0.1,70.0,1.5,4.4,Residential
2024-03-11 21:00:00+00:00,Stockholm,205.0,27.0,1.1,50.0,6.7,9.5,Residential
2024-03-13 02:00:00+00:00,Stockholm,223.0,22.9,0.9,26.0,9.8,11.7,Residential
2024-05-03 16:00:00+00:00,Stockholm,168.0,9.7,0.6,85.0,4.8,7.5,Residential
2024-03-28 00:00:00+00:00,Stockholm,193.0,16.1,0.8,49.0,7.9,10.5,Residential
2024-05-02 15:00:00+00:00,Stockholm,163.0,10.5,0.5,81.0,3.1,6.4,Residential
2024-02-17 17:00:00+00:00,Stockholm,182.0,7.8,0.4,82.0,2.5,6.1,Residential
2024-05-12 14:00:00+00:00,Stockholm,145.0,2.4,0.2,88.0,3.1,4.9,Residential
2024-06-14 00:00:00+00:00,Stockholm,131.0,10.5,0.4,51.0,2.8,6.0,Residential
2024-12-31 17:00:00+00:00,Stockholm,267.0,42.1,1.1,34.0,6.8,18.5,Residential
2024-01-10 06:00:00+00:00,Stockholm,171.0,9.9,0.3,60.0,2.8,5.7,Residential
2024-11-16 17:00:00+00:00,Stockholm,151.0,3.7,0.2,75.0,2.0,5.9,Residential
2024-03-11 11:00:00+00:00,Stockholm,183.0,5.9,1.0,72.0,5.1,8.8,Residential
2024-11-21 21:00:00+00:00,Stockholm,158.0,2.5,0.5,67.0,1.3,1.8,Residential
2024-09-22 21:00:00+00:00,Stockholm,177.0,14.6,0.5,51.0,3.8,7.1,Residential
2024-07-26 16:00:00+00:00,Stockholm,149.0,10.7,0.4,75.0,4.7,8.2,Residential
2024-02-27 01:00:00+00:00,Stockholm,275.0,37.3,1.6,1.0,13.5,15.5,Residential
2024-01-10 05:00:00+00:00,Stockholm,159.0,5.0,0.3,64.0,1.9,3.2,Residential
2024-09-03 21:00:00+00:00,Stockholm,190.0,14.4,0.5,56.0,5.4,8.4,Residential
2024-05-07 07:00:00+00:00,Stockholm,174.0,6.2,0.6,67.0,4.7,7.9,Residential
2024-08-05 05:00:00+00:00,Stockholm,156.0,23.7,0.6,25.0,6.1,9.7,Residential
2024-05-01 03:00:00+00:00,Stockholm,160.0,26.8,0.8,59.0,7.4,9.9,Residential
2024-05-06 11:00:00+00:00,Stockholm,149.0,7.6,0.5,62.0,3.2,5.0,Residential
2024-07-21 08:00:00+00:00,Stockholm,154.0,5.8,0.3,51.0,4.5,6.5,Residential
2024-11-21 11:00:00+00:00,Stockholm,160.0,3.0,0.3,64.0,1.3,2.0,Residential
2024-01-10 23:00:00+00:00,Stockholm,158.0,3.7,0.2,71.0,1.7,3.0,Residential
2024-11-25 19:00:00+00:00,Stockholm,148.0,6.5,0.4,58.0,4.0,6.3,Residential
2024-02-29 10:00:00+00:00,Stockholm,189.0,6.2,0.5,63.0,7.7,11.4,Residential
2024-11-08 05:00:00+00:00,Stockholm,156.0,10.5,0.4,34.0,6.7,7.9,Residential
2024-10-03 00:00:00+00:00,Stockholm,167.0,4.2,0.2,53.0,1.5,2.8,Residential
2024-07-31 12:00:00+00:00,Stockholm,142.0,4.4,0.2,81.0,4.1,6.1,Residential
2024-02-13 23:00:00+00:00,Stockholm,218.0,8.7,0.5,40.0,3.9,4.8,Residential
2024-04-17 06:00:00+00:00,Stockholm,174.0,6.8,0.3,64.0,2.9,5.9,Residential
2024-10-30 22:00:00+00:00,Stockholm,150.0,4.9,0.3,57.0,1.9,4.8,Residential
2024-09-27 00:00:00+00:00,Stockholm,163.0,12.4,0.4,58.0,3.0,3.4,Residential
2024-07-06 01:00:00+00:00,Stockholm,112.0,4.4,0.3,56.0,3.2,7.0,Residential
2024-12-20 22:00:00+00:00,Stockholm,161.0,5.7,0.6,71.0,2.3,5.1,Residential
2024-12-07 15:00:00+00:00,Stockholm,209.0,9.7,1.2,54.0,9.2,13.3,Residential
2024-10-21 04:00:00+00:00,Stockholm,170.0,4.8,0.9,49.0,10.0,13.0,Residential
2024-08-24 16:00:00+00:00,Stockholm,158.0,4.9,0.2,67.0,2.9,7.5,Residential
2024-03-28 06:00:00+00:00,Stockholm,195.0,15.5,0.8,52.0,10.0,16.4,Residential
2024-06-21 06:00:00+00:00,Stockholm,131.0,6.4,0.3,61.0,3.2,7.5,Residential
2024-10-30 09:00:00+00:00,Stockholm,149.0,6.3,0.3,64.0,1.9,5.0,Residential
2024-03-05 23:00:00+00:00,Stockholm,190.0,11.1,0.6,68.0,2.9,5.4,Residential
2024-08-06 09:00:00+00:00,Stockholm,171.0,11.2,0.5,57.0,5.0,9.5,Residential
2024-12-27 08:00:00+00:00,Stockholm,176.0,13.1,0.4,38.0,4.5,8.1,Residential
2024-07-22 22:00:00+00:00,Stockholm,146.0,17.3,0.6,64.0,7.0,8.2,Residential
2024-03-13 09:00:00+00:00,Stockholm,247.0,24.3,1.3,30.0,10.5,14.8,Residential
