"caseid","V1","V2","V3","V4","V5","V6","V7"
"20160706160037","64","01","Full time","01","680","0","0"
"20160112151184","45","01","Full time","01","535","0","240"
"20160908161796","38","02","Full time","01","420","0","75"
"20160112151164","34","01","Full time","01","450","0","270"
"20160807160622","74","02","No answer","01","660","0","325"
"20160403162054","52","01","Full time","01","390","0","135"
"20160504162216","72","01","No answer","01","540","0","175"
"20160705161875","30","01","Full time","01","270","0","65"
"20160504160556","80","02","Part time","01","540","0","153"
"20160706162029","43","02","No answer","01","680","0","60"
"20161008160143","52","02","Full time","01","465","0","65"
"20160112150987","67","01","No answer","01","670","0","405"
"20160908161345","40","02","No answer","01","487","0","341"
"20160504162280","16","01","No answer","01","585","0","565"
"20160201160513","39","01","Full time","01","510","0","145"
"20160908160569","17","02","No answer","01","560","30","302"
"20161110161382","50","01","Full time","01","390","0","0"
"20160201162076","85","02","No answer","01","840","0","450"
"20160302162412","85","02","No answer","01","660","0","630"
"20160403160729","60","01","No answer","01","620","0","510"
"20160201162024","77","02","No answer","01","600","0","410"
"20161009162347","39","01","Full time","01","603","0","0"
"20161211161030","61","02","Full time","01","615","0","185"
"20160404162201","72","02","Part time","02","600","0","550"
"20161111161976","39","01","Full time","01","180","0","90"
"20160908161899","38","02","Full time","01","315","0","30"
"20160301161140","80","02","No answer","01","660","0","510"
"20160806160559","50","02","Part time","01","600","0","464"
"20161211161925","55","02","Full time","01","390","0","155"
"20160201160626","17","02","Part time","01","540","69","30"
"20160706161760","80","01","No answer","01","810","0","440"
"20160112152515","33","01","Full time","01","600","0","540"
"20160112151412","41","01","Full time","01","575","0","30"
"20160505160923","58","02","No answer","02","600","0","420"
"20160101160135","34","02","No answer","01","645","0","220"
"20160302162015","30","01","Full time","01","570","0","270"
"20160908161608","56","01","Full time","01","990","0","170"
"20160907162353","35","02","Full time","01","430","0","60"
"20160908161218","60","01","No answer","01","580","0","345"
"20160706162014","80","02","No answer","01","590","0","420"
"20160908161623","80","02","No answer","02","770","0","425"
"20160706161984","25","01","Full time","02","450","0","240"
"20160605161795","72","02","No answer","01","515","0","360"
"20161010160027","16","01","No answer","02","579","0","145"
"20160503161244","33","02","Full time","01","840","0","440"
"20160706160610","57","01","Part time","01","693","0","150"
"20160403161032","38","02","Full time","01","430","0","22"
"20160302162153","78","01","Part time","01","457","0","405"
"20160908161067","37","02","No answer","01","580","0","80"
"20160201161198","58","01","Full time","01","600","0","630"
"20161211161552","64","01","Part time","01","668","0","165"
"20160403160145","24","02","No answer","01","634","0","218"
"20160202160678","58","02","Full time","01","510","0","225"
"20161110161779","27","02","Part time","01","440","30","418"
"20160302160515","76","02","No answer","01","690","0","220"
"20160808160920","50","01","Part time","02","430","0","75"
"20161211162491","33","02","Full time","01","665","0","150"
"20160112152319","70","01","No answer","01","780","0","600"
"20161211162380","57","02","No answer","01","770","0","0"
"20161211161167","64","02","Full time","01","510","0","70"
"20160403161289","34","01","Full time","01","395","0","35"
"20160401161479","35","01","Full time","01","410","0","120"
"20160302162116","36","02","No answer","01","595","0","402"
"20161211161019","17","01","Part time","01","510","30","160"
"20160807161985","32","02","Full time","01","449","0","315"
"20160201161652","72","02","No answer","01","590","0","263"
"20161211162363","37","02","Full time","01","560","0","180"
"20161110162095","59","02","No answer","01","540","0","165"
"20161109161521","61","01","No answer","01","590","0","670"
"20160504162306","40","01","Full time","01","450","0","450"
"20160706160865","70","02","No answer","01","420","0","570"
"20161211161305","71","02","No answer","01","360","0","640"
"20160605160988","41","02","Full time","01","600","0","150"
"20160908161155","42","02","Full time","01","310","0","594"
"20160111151887","71","01","No answer","01","600","0","419"
"20161110160101","62","01","No answer","01","650","0","760"
"20160201160726","43","01","Part time","01","497","0","260"
"20161110161175","79","02","No answer","01","570","0","345"
"20161110161169","42","01","Full time","01","440","0","70"
"20160403160099","85","02","No answer","02","900","0","465"
"20160302160810","65","02","No answer","01","495","0","349"
"20160201162379","66","02","Full time","01","450","0","190"
"20160806161606","41","01","Full time","01","360","0","0"
"20160112150818","44","02","No answer","01","480","0","440"
"20160605161441","68","02","No answer","01","570","0","450"
"20161111161537","64","01","Full time","01","450","0","235"
"20160807160720","24","02","Part time","02","494","210","0"
"20160302160722","43","01","Full time","01","510","0","125"
"20160807162360","72","01","No answer","02","210","0","665"
"20160707162048","44","02","Part time","01","405","0","205"
"20160504161814","63","02","Full time","01","420","0","85"
"20160404160025","34","02","Part time","01","630","0","297"
"20160505161466","27","01","Full time","01","600","0","135"
"20160908161047","47","01","Full time","01","480","0","55"
"20160706161980","60","02","Full time","01","675","0","143"
"20160504160954","47","02","Full time","01","595","0","150"
"20160909161879","53","02","No answer","01","445","0","200"
"20160112151388","57","02","Full time","02","540","0","165"
"20160605161565","68","01","Full time","01","390","0","355"
"20161110161537","24","01","Full time","01","450","0","500"
"20160808160823","58","02","Full time","01","615","0","0"
"20160808162147","44","02","No answer","01","630","0","355"
"20160403160599","47","02","Part time","01","454","0","150"
"20160706161109","67","02","No answer","01","420","0","455"
"20161009161470","36","02","No answer","02","630","0","660"
"20160112150724","15","02","No answer","01","600","0","653"
"20160605160009","50","02","No answer","02","690","0","495"
"20161009161817","73","01","No answer","01","240","0","740"
"20160301160948","50","01","Full time","01","505","0","205"
"20160112151648","30","01","Part time","01","844","0","0"
"20160604162096","43","01","Full time","01","500","0","585"
"20160202160816","31","01","Full time","01","510","0","570"
"20161110161909","56","01","No answer","02","0","0","1392"
"20161211161961","37","02","Part time","01","660","0","120"
"20160101162333","68","02","Full time","01","570","0","215"
"20160201161362","32","02","Full time","01","320","0","515"
"20160403161859","35","01","Full time","01","600","0","645"
"20160908161086","60","01","Full time","01","370","0","255"
"20161110161092","57","01","Full time","01","45","0","0"
"20161009160702","50","01","Full time","01","537","0","172"
"20160402161561","43","01","Full time","01","510","0","40"
"20160112151620","46","01","Part time","01","220","0","210"
"20160403161489","36","02","No answer","01","480","0","155"
"20160403161048","48","01","Full time","01","480","0","223"
"20160403161435","65","01","Full time","01","210","0","330"
"20160403160866","50","01","Full time","01","570","0","125"
"20160605160777","34","02","Full time","01","570","0","478"
"20161009162177","73","01","No answer","01","360","0","827"
"20160707161180","85","01","No answer","02","550","0","840"
"20160403161122","85","02","No answer","02","465","0","430"
"20160201161974","41","02","No answer","01","440","60","174"
"20160112152048","75","02","No answer","02","465","0","512"
"20161110161837","47","01","Full time","01","542","0","143"
"20160403161591","80","01","No answer","01","660","0","615"
"20160112151032","53","01","Full time","01","360","0","120"
"20160706160785","34","02","Full time","01","443","0","60"
"20161009162338","39","02","No answer","01","411","0","177"
"20160403160787","35","02","Part time","01","383","0","165"
"20160302160917","80","02","No answer","02","613","0","372"
"20160908160567","68","02","Part time","01","430","0","230"
"20160605161947","52","01","Full time","01","330","0","160"
"20160504161679","80","01","No answer","02","510","0","735"
"20160112152170","37","01","Full time","01","480","0","285"
"20160807160650","56","02","No answer","01","385","0","50"
"20160302160737","21","02","Part time","01","640","0","205"
"20160605161461","22","01","Full time","01","717","0","0"
"20160403160646","80","02","No answer","02","690","0","235"
"20160302160780","85","02","No answer","01","450","0","805"
"20160201161241","80","02","No answer","02","690","0","507"
"20160605161023","49","02","Full time","01","430","0","165"
"20161009161554","40","02","Full time","01","525","0","150"
"20161211160802","63","02","Part time","01","580","0","405"
"20160301162310","43","01","Full time","01","475","0","60"
"20160112151299","52","01","Full time","01","300","0","0"
"20160505161426","60","01","Full time","01","418","0","551"
"20160112150852","43","01","Full time","01","670","0","300"
"20161212161289","59","01","Full time","01","470","0","155"
"20161211161134","34","01","Full time","01","292","0","293"
"20160706161993","29","01","Full time","01","365","0","20"
"20160605161057","78","02","No answer","01","420","0","270"
"20160402161178","67","02","No answer","01","543","0","250"
"20160504160593","37","01","Full time","01","630","0","435"
"20160908161624","33","01","Full time","01","465","0","155"
"20160706161812","61","01","Full time","01","375","0","305"
"20161110161133","70","01","Part time","01","585","0","495"
"20160807160737","67","01","Full time","01","390","0","135"
"20160505161025","44","01","Full time","01","565","0","105"
"20160706162118","85","01","No answer","02","540","0","840"
"20160705162154","54","02","Full time","01","765","0","335"
"20160301161683","63","02","Full time","01","591","0","112"
"20161008160767","18","01","Part time","01","398","0","172"
"20160503161715","63","02","No answer","01","450","0","260"
"20160908161173","55","02","Full time","01","520","0","415"
"20161109161270","25","01","Full time","01","735","0","525"
"20160706161011","38","02","Full time","01","558","0","5"
"20160504161166","39","02","Full time","01","525","0","690"
"20160403160788","65","02","No answer","01","360","0","225"
"20160112150751","32","02","Full time","01","483","0","443"
"20160302162054","48","01","Full time","01","447","0","230"
"20160201161948","34","02","Full time","01","720","0","240"
"20160403161268","49","02","Full time","01","544","0","300"
"20160112152044","33","02","No answer","01","610","0","224"
"20161211160838","44","01","Full time","01","420","0","365"
"20160404162014","70","02","No answer","02","510","0","615"
"20160302160179","51","01","Full time","01","465","0","210"
"20160202161020","61","01","No answer","01","665","0","375"
"20160403160502","39","02","No answer","01","570","0","135"
"20160606160076","49","02","Part time","01","445","0","583"
"20160201160722","39","02","Full time","01","960","0","120"
"20160707161438","67","02","No answer","02","540","0","725"
"20160908161875","70","02","No answer","01","450","0","730"
"20160706161244","53","01","Full time","01","360","0","607"
"20160212151723","48","02","No answer","01","510","0","110"
"20160505160619","54","01","Full time","01","405","0","65"
"20161211161363","25","02","Part time","01","510","285","30"
"20160504161916","35","01","Full time","01","665","0","150"
"20160112152038","49","01","Part time","01","600","0","360"
"20161211160084","44","01","No answer","02","678","0","492"
"20160908160096","28","02","Full time","01","750","0","170"
"20160112150982","85","02","No answer","01","595","0","325"
"20160302161754","61","01","Part time","01","780","0","120"
"20160504161003","43","02","Full time","01","525","0","110"
"20161009161481","52","01","Full time","01","500","0","45"
"20160504161742","33","02","No answer","01","635","0","180"
"20160403160035","66","02","No answer","01","570","0","53"
"20161211161579","51","02","Part time","01","413","0","263"
"20161211161804","54","02","Part time","01","410","0","90"
"20160908160943","75","02","No answer","01","510","0","150"
"20161211161995","59","01","No answer","02","645","0","60"
"20160301161099","35","02","Full time","01","390","0","575"
"20161110161284","33","01","Full time","01","440","0","139"
"20161110161709","66","02","No answer","01","500","0","60"
"20161009162152","28","01","Full time","01","480","0","175"
"20160404161995","67","02","No answer","01","530","0","514"
"20160605161470","80","02","No answer","01","692","0","435"
"20160302160636","63","01","No answer","01","510","60","330"
"20160606162043","37","02","No answer","01","599","0","321"
"20160908161581","42","02","Full time","01","465","0","85"
"20160605161840","67","02","No answer","01","540","0","285"
"20160808161900","57","01","No answer","01","450","0","265"
"20160907161766","50","01","Full time","01","445","0","18"
"20161210161181","36","01","Full time","01","720","0","596"
"20161211161516","42","01","Full time","01","610","0","360"
"20161010160026","70","01","No answer","01","399","0","170"
"20160403160750","51","02","Full time","01","510","0","185"
"20160706160876","65","02","No answer","01","600","0","390"
"20161211161561","66","02","No answer","01","555","0","270"
"20160504161990","59","02","No answer","01","450","0","625"
"20160504160933","34","01","Full time","01","465","0","120"
"20161110161482","55","02","Part time","01","470","0","30"
"20160212151912","51","02","No answer","02","740","0","90"
"20160706160777","45","01","Full time","01","370","0","55"
"20161008162131","54","02","Part time","01","660","0","70"
"20161009161623","61","01","Full time","01","510","0","225"
"20160908162509","28","01","Part time","01","820","0","90"
"20160807160876","37","01","Full time","01","450","0","365"
"20160504160728","34","02","No answer","01","570","0","270"
"20160302161255","36","01","Full time","01","515","0","60"
"20160503160724","70","01","No answer","01","310","0","20"
"20160503161423","61","02","No answer","01","815","0","240"
"20160301161370","51","01","Full time","01","465","0","45"
"20160112152348","49","01","Full time","01","355","0","300"
"20161110160601","67","01","No answer","02","561","0","345"
"20160807161836","47","01","Full time","01","435","0","285"
"20161211161799","47","01","Part time","01","720","0","60"
"20160807161677","15","02","No answer","01","870","0","438"
"20160807161633","49","02","Full time","01","454","0","480"
"20160112151860","42","01","Full time","01","510","0","60"
"20160504162212","56","02","Full time","01","510","0","105"
"20160101162343","77","02","No answer","01","625","0","229"
"20161007161762","17","02","No answer","01","735","0","345"
"20160504162516","34","02","Part time","01","490","0","130"
"20160605160523","47","01","Full time","01","420","0","280"
"20160503161482","61","01","Full time","01","640","0","120"
"20161009160539","62","01","No answer","01","360","0","635"
"20160705161987","45","01","Part time","01","387","0","130"
"20161109161742","47","02","Full time","01","450","298","20"
"20161211162505","24","02","Full time","01","695","0","300"
"20161212161089","18","01","No answer","01","660","60","360"
"20160111151814","47","02","Part time","01","150","0","335"
"20160403160695","62","02","Full time","01","450","0","285"
