"caseid","V1","V2","V3","V4","V5","V6","V7"
"20160704161624","49","02","Full time","01","310","0","85"
"20160302162493","57","02","Full time","01","360","0","496"
"20160112152052","37","01","Full time","01","650","0","150"
"20160604161219","32","01","Full time","01","240","0","30"
"20160707161163","74","02","No answer","01","480","0","125"
"20160112150570","22","02","No answer","01","670","0","30"
"20161211162315","55","01","Full time","01","265","0","140"
"20160112150685","76","02","No answer","02","450","0","250"
"20161211162077","65","01","No answer","02","540","0","732"
"20160505161064","53","01","Full time","01","325","0","135"
"20160806161650","50","01","Full time","01","470","0","100"
"20160504160761","17","01","Part time","01","427","0","65"
"20161109161980","51","02","Full time","01","470","0","10"
"20160908162121","15","02","No answer","01","390","30","330"
"20161008161432","24","02","Full time","01","488","0","45"
"20160403161791","49","02","No answer","02","420","0","400"
"20160202161325","33","02","No answer","02","820","0","400"
"20160504161720","59","01","Full time","01","540","0","210"
"20160605160734","61","02","Full time","01","550","0","560"
"20161211160527","67","02","No answer","01","619","0","523"
"20160505161665","69","01","Part time","01","540","0","575"
"20160202161201","42","01","Full time","01","540","0","740"
"20160807162121","26","02","No answer","01","670","0","180"
"20160605161058","80","02","No answer","01","450","30","366"
"20160503161790","16","01","Part time","01","748","0","60"
"20160403160512","57","01","Full time","01","510","0","265"
"20161009160756","36","02","Part time","01","545","0","90"
"20161009160555","60","02","Part time","01","465","0","110"
"20160212152047","57","02","No answer","01","480","0","330"
"20160402161257","42","01","Full time","02","539","0","446"
"20161109160695","22","02","Part time","01","714","150","315"
"20161009160735","56","02","Full time","01","585","0","398"
"20160201161050","30","01","Full time","01","660","0","423"
"20161009162194","32","01","Part time","01","240","980","125"
"20160101160769","50","02","Full time","01","645","0","385"
"20160806161574","45","02","Full time","01","500","0","157"
"20160504161622","52","01","Full time","01","412","0","0"
"20160808160657","80","01","No answer","01","555","0","180"
"20160908161584","85","02","No answer","02","590","0","295"
"20161109161090","48","01","Full time","01","450","0","130"
"20160403160918","56","01","No answer","01","510","0","195"
"20160503161339","45","02","Full time","01","570","0","352"
"20160112150804","51","01","Full time","01","285","0","150"
"20160806161962","52","01","Full time","01","383","0","330"
"20160504161038","71","01","No answer","01","533","0","510"
"20160505160880","72","02","No answer","01","495","0","160"
"20160302161882","63","02","No answer","01","600","0","465"
"20160201161745","33","02","No answer","01","510","0","190"
"20161211162243","49","01","Full time","01","330","0","422"
"20160504160797","20","01","No answer","01","715","0","200"
"20161211161365","25","02","No answer","01","470","0","360"
"20160705162382","35","01","Full time","01","446","0","15"
"20160907160682","67","02","No answer","01","600","0","600"
"20161211161169","44","02","Full time","01","490","0","60"
"20160403160968","57","01","Full time","01","676","0","145"
"20160403161059","52","01","Full time","01","450","0","125"
"20160908161675","36","01","Full time","01","520","0","458"
"20160302161895","48","01","Full time","01","360","0","60"
"20160706161489","62","02","No answer","01","570","0","315"
"20160503161918","60","02","Part time","01","360","0","394"
"20161009161545","67","02","Part time","01","550","0","210"
"20161008161870","24","01","Full time","01","660","0","180"
"20160403160601","32","02","Full time","01","508","0","526"
"20160303161325","18","02","Part time","01","345","410","30"
"20161110161361","46","01","Full time","01","555","0","205"
"20160808162306","20","01","No answer","01","675","0","480"
"20161211160766","71","02","No answer","01","615","0","215"
"20161010161476","75","02","No answer","01","345","0","766"
"20160706160560","41","01","Full time","01","685","0","30"
"20160806160081","61","02","No answer","01","510","0","143"
"20160908162102","33","02","No answer","02","445","0","75"
"20161008162320","42","01","Full time","01","480","0","90"
"20160706161228","36","02","No answer","01","565","0","185"
"20160706162245","78","02","No answer","01","510","0","230"
"20160112151568","42","02","Full time","01","600","0","445"
"20160505162407","65","02","Part time","01","480","0","360"
"20160908160740","85","02","No answer","02","844","0","339"
"20160201161910","49","02","No answer","01","540","0","60"
"20160604162255","56","02","Full time","01","475","0","210"
"20161110161725","20","01","No answer","01","540","0","310"
"20160202161841","74","02","No answer","01","540","0","351"
"20160211151633","59","01","No answer","02","648","0","730"
"20160302161396","29","02","Full time","01","480","0","10"
"20160302161022","80","02","No answer","01","730","0","385"
"20161111160683","79","02","No answer","02","625","0","577"
"20161009161871","58","01","Full time","01","420","0","278"
"20160403161588","42","02","Full time","01","480","0","118"
"20160908160768","27","02","No answer","01","570","0","455"
"20161110161240","60","02","Full time","01","625","0","100"
"20161110161161","52","01","Full time","01","540","0","255"
"20160908162301","80","01","Full time","01","610","0","145"
"20160504161410","69","02","No answer","01","480","0","115"
"20160302162316","39","02","Full time","02","420","0","130"
"20160403160004","52","02","No answer","01","540","0","35"
"20161010162266","40","01","Full time","01","420","0","330"
"20160807160724","47","01","Full time","01","330","0","230"
"20160908160777","58","01","Full time","01","525","0","134"
"20160201162313","41","01","Full time","01","415","0","60"
"20160302160586","36","01","Full time","01","510","0","95"
"20160402162238","45","01","Full time","01","465","0","210"
"20160302160128","58","02","Full time","01","450","0","255"
"20160202161445","66","01","No answer","01","600","0","675"
"20160202160702","48","02","Full time","01","420","120","100"
"20161211161310","64","01","Full time","01","595","0","305"
"20160111152248","17","02","Part time","01","480","0","390"
"20160301162470","44","01","Full time","01","465","0","300"
"20160706160800","54","02","Full time","01","645","0","120"
"20160504161302","62","01","No answer","01","600","0","720"
"20160503161431","52","01","Full time","01","685","0","90"
"20161009161088","72","02","Part time","01","420","0","90"
"20160604161954","45","02","No answer","01","373","0","297"
"20161110161048","74","02","No answer","02","315","0","675"
"20160503162249","54","01","No answer","02","753","0","349"
"20161212162426","28","01","Full time","01","402","0","20"
"20160201161994","30","02","Full time","02","850","0","120"
"20161008161268","63","02","Part time","01","450","0","395"
"20160908161831","85","02","No answer","01","550","0","225"
"20160807162498","37","02","Part time","01","460","0","0"
"20160504161227","59","01","Full time","01","450","0","15"
"20160808160557","26","02","Part time","01","512","0","43"
"20160504162434","48","01","Full time","01","421","0","0"
"20160303162032","77","02","Part time","02","415","0","150"
"20160404161334","66","02","No answer","01","530","0","240"
"20160302161059","39","02","Full time","01","570","0","570"
"20160806162191","59","02","No answer","01","540","0","390"
"20160606162101","28","02","Part time","01","540","0","100"
"20160302162091","68","02","No answer","01","480","0","270"
"20160301161197","22","02","No answer","01","330","570","0"
"20160212150511","69","02","No answer","02","545","0","725"
"20160503160552","34","01","Full time","01","524","0","210"
"20160201161763","77","01","Part time","02","480","0","319"
"20160112150113","59","02","Full time","01","255","0","180"
"20160707162044","63","02","No answer","01","430","0","570"
"20160302160694","19","02","Part time","01","480","0","455"
"20161212160523","67","01","No answer","01","290","0","660"
"20161009161221","17","01","No answer","02","720","0","400"
"20160212151921","47","01","Full time","01","480","0","495"
"20160101161086","26","02","No answer","01","525","0","225"
"20160201162050","19","01","Full time","01","695","0","90"
"20160605161637","65","01","Part time","01","405","0","0"
"20160808160972","80","02","No answer","01","450","0","158"
"20160807161119","71","01","Full time","01","600","0","555"
"20160112151135","61","02","No answer","01","459","0","412"
"20160403162241","77","02","No answer","01","536","0","645"
"20160101161141","68","01","No answer","02","358","0","570"
"20160112151502","47","01","No answer","02","509","0","862"
"20160605162476","52","01","Full time","01","475","0","495"
"20160201161493","78","01","No answer","01","850","0","360"
"20160605162377","40","01","Full time","01","410","0","245"
"20160302162248","69","02","No answer","01","510","0","570"
"20160807161400","37","02","Full time","01","362","0","122"
"20160908160592","25","01","Full time","01","570","0","478"
"20160604161014","69","02","No answer","02","570","0","799"
"20160807161309","66","01","No answer","01","600","0","350"
"20160908161600","36","02","No answer","01","565","0","210"
"20160706161330","36","01","Part time","01","580","0","225"
"20160112151892","28","02","Full time","01","380","0","210"
"20161008160787","61","01","Full time","01","390","0","130"
"20161211162089","41","02","Full time","01","520","0","550"
"20160302161144","58","01","No answer","02","360","0","815"
"20161211162260","37","01","No answer","01","533","0","420"
"20160605162482","36","01","Full time","01","390","0","95"
"20160707160931","40","02","Part time","01","360","0","60"
"20160112152266","61","01","Full time","01","285","0","150"
"20160908160591","46","01","Full time","01","800","0","120"
"20160806161636","56","01","Full time","01","390","0","135"
"20160706161146","48","01","Full time","01","540","0","627"
"20160403160922","30","02","Part time","01","510","0","210"
"20160111150625","80","01","Full time","01","627","0","465"
"20160111151865","64","02","Full time","01","510","0","750"
"20160403161766","73","02","Part time","01","560","0","130"
"20161009162189","67","02","No answer","01","600","0","150"
"20160404160145","19","02","No answer","01","358","150","110"
"20160403160834","29","02","No answer","01","660","150","206"
"20160403162212","52","02","Full time","01","390","0","246"
"20160202161603","70","02","No answer","01","608","0","345"
"20160807160022","25","02","Full time","01","463","0","0"
"20160301160785","56","01","Full time","01","360","0","245"
"20160806160614","33","02","Part time","01","550","0","118"
"20160504160995","26","02","Full time","01","315","0","0"
"20160605161662","29","01","Full time","01","450","0","354"
"20160807162491","77","01","No answer","01","375","0","457"
"20161212161693","22","01","No answer","01","420","0","683"
"20160908162476","67","02","No answer","02","450","0","430"
"20160605161238","62","02","Full time","01","360","0","362"
"20160403161119","39","02","Part time","01","537","0","31"
"20160202162140","31","02","Full time","01","418","0","90"
"20160112150573","44","01","Full time","01","720","0","165"
"20160112150653","44","02","Full time","01","450","0","173"
"20160605161917","66","02","Part time","01","510","0","366"
"20160201162060","54","02","Full time","01","440","0","45"
"20161109161655","17","02","No answer","01","643","90","471"
"20160605162378","36","01","Part time","01","660","0","275"
"20160807160729","38","02","Part time","01","628","0","175"
"20160706161949","47","02","Full time","01","412","0","330"
"20160201161835","26","02","Full time","01","450","0","120"
"20160112152339","55","01","No answer","02","720","0","685"
"20160605161766","60","01","No answer","02","660","0","569"
"20160403160976","47","02","Full time","01","723","0","0"
"20160111152007","68","01","No answer","01","450","0","475"
"20160101161762","29","02","Full time","01","540","0","135"
"20160606160075","32","01","Part time","01","900","0","320"
"20160404161805","74","01","No answer","01","726","0","225"
"20160302162363","67","02","No answer","01","630","0","490"
"20161110161526","24","01","Full time","01","435","0","161"
"20160403161206","72","01","No answer","01","590","0","606"
"20161211161635","59","02","No answer","01","600","0","384"
"20160505162105","70","02","No answer","01","540","0","150"
"20161210162472","60","01","Full time","01","515","0","120"
"20160707160769","48","02","Full time","01","568","0","215"
"20160807160965","66","02","No answer","01","570","0","180"
"20160111151471","15","02","No answer","01","1010","0","120"
"20160605161082","49","02","No answer","01","510","0","315"
"20160807161224","78","02","No answer","01","480","0","868"
"20160302161806","27","02","Full time","01","520","0","210"
"20160908160896","69","01","No answer","01","600","0","390"
"20160302160522","51","02","Full time","01","570","0","395"
"20160112151428","50","01","Full time","01","520","420","18"
"20161211160535","50","01","No answer","01","540","0","375"
"20161009161910","61","01","Full time","01","660","0","545"
"20160403162220","43","02","Full time","01","560","0","240"
"20161210161596","52","02","Part time","01","390","0","270"
"20160706161014","46","02","Part time","01","545","0","360"
"20160201161250","42","01","Full time","01","540","0","370"
"20160101161276","67","02","No answer","01","515","0","430"
"20160403160699","71","02","No answer","02","630","0","380"
"20161010160095","45","01","Full time","01","430","0","150"
"20160807160088","80","02","No answer","01","600","0","470"
"20160808161235","85","01","No answer","02","720","0","165"
"20160908161281","74","02","No answer","02","390","0","870"
"20160403161475","38","02","No answer","01","355","0","135"
"20160605161625","77","02","No answer","01","480","0","450"
"20161010160551","34","01","Full time","01","450","0","183"
"20161110161703","66","02","No answer","01","420","0","355"
"20161008162329","39","01","Full time","01","540","0","395"
"20160504161924","64","02","Full time","01","440","0","215"
"20160201161659","17","01","Part time","01","555","150","40"
"20160605161086","19","01","Part time","01","370","150","0"
"20161010160968","62","01","Full time","01","420","0","150"
"20160605162084","39","01","Full time","01","510","0","90"
"20160806162212","42","02","No answer","01","515","0","60"
"20160605162219","78","02","No answer","02","480","0","720"
"20160112150552","36","02","Full time","01","417","0","190"
"20160201160526","54","01","Full time","01","450","0","65"
"20160201162246","17","01","No answer","01","645","60","330"
"20161110162028","26","01","Full time","01","420","0","123"
"20160201161486","62","02","Full time","01","480","0","204"
"20160112152410","33","02","Full time","01","390","0","15"
"20160201160123","38","01","Full time","01","538","0","35"
"20160706161121","67","02","No answer","01","480","0","595"
"20160807161741","50","02","No answer","01","598","0","302"
"20160808161232","85","02","No answer","02","530","0","413"
"20160606162506","35","01","Full time","01","450","0","180"
"20160504161584","40","02","Full time","01","355","0","300"
"20160112151119","80","02","No answer","02","510","0","415"
"20160112152262","31","02","Full time","01","420","0","210"
"20160112152011","85","01","No answer","02","645","0","570"
"20160201160712","60","01","No answer","01","415","0","960"
"20160404161915","43","02","Part time","01","450","0","570"
"20160907160023","53","01","Full time","01","720","0","260"
"20160907161538","69","01","No answer","01","330","0","180"
"20160504161807","80","01","No answer","02","659","0","581"
"20161210162466","35","02","Full time","01","465","0","92"
"20160807161901","41","01","Full time","01","495","0","115"
"20160302161712","75","02","No answer","01","680","0","155"
"20160402162397","31","02","No answer","01","450","0","0"
"20160808161004","80","02","No answer","02","510","0","825"
"20160707162437","43","02","Full time","01","563","0","130"
"20160101161158","80","01","No answer","01","595","0","430"
"20160605160657","20","01","Part time","01","434","0","395"
"20160706162044","35","02","Part time","01","450","0","55"
"20161009161867","58","02","No answer","01","480","0","180"
"20160202161010","48","02","Full time","01","460","0","210"
"20160404161355","39","01","Full time","01","210","0","415"
"20161010160858","51","01","Full time","01","625","0","0"
"20160504162055","50","02","Full time","01","300","0","217"
"20160302160040","74","01","Part time","01","525","0","460"
"20160808162021","80","01","No answer","01","420","0","790"
"20160504162503","43","02","No answer","01","540","120","0"
"20160808162432","63","01","Full time","01","720","0","280"
"20160909161228","73","01","Full time","01","630","0","215"
"20160908160056","80","01","No answer","02","660","0","600"
"20160201161236","85","02","No answer","02","580","0","207"
"20160605162543","31","02","Full time","01","720","0","540"
"20160705161298","29","02","Part time","01","630","0","385"
"20160403162469","54","02","No answer","01","730","0","247"
"20161110160821","76","01","No answer","02","480","0","565"
"20160201161406","32","01","Full time","01","540","0","270"
"20160112152105","45","02","Full time","01","415","0","90"
"20160202161121","17","01","Part time","01","570","0","380"
"20161210162328","59","02","No answer","01","480","0","880"
"20160101161508","33","01","Full time","01","540","0","195"
"20160504161841","38","02","Full time","01","590","0","180"
"20160908161273","85","02","No answer","02","495","0","180"
"20160403161322","56","02","Full time","01","690","0","120"
"20160604162089","45","01","Full time","01","395","0","60"
"20160909162004","40","01","Full time","01","785","0","395"
"20160112151782","57","02","No answer","01","860","0","195"
"20160807160571","39","02","Full time","01","515","0","300"
"20160908160599","75","01","Full time","01","330","0","0"
"20160312151435","42","01","Full time","01","369","0","180"
"20161009162137","65","02","No answer","01","480","0","505"
"20161211161415","45","02","Full time","01","650","0","450"
"20161110161306","27","02","Full time","01","525","0","40"
"20160706161941","47","02","No answer","01","450","0","205"
"20160202160520","60","01","Full time","01","505","0","315"
"20160403160011","33","01","Full time","01","360","0","223"
"20160201161823","62","02","Full time","01","340","0","20"
"20160908162441","70","02","No answer","01","720","0","460"
"20160504161097","32","02","Part time","01","885","0","60"
"20160404161704","42","02","Part time","01","280","0","270"
"20160807161320","72","01","No answer","01","420","0","370"
"20160201160980","66","02","No answer","02","0","0","305"
"20160909160574","54","02","Part time","01","660","0","210"
"20160604162073","65","01","Part time","01","520","0","300"
"20161009161413","25","02","Full time","01","461","0","210"
"20160706162218","36","02","No answer","01","590","0","0"
"20160907160118","56","01","No answer","01","690","0","512"
"20160808160647","63","02","Full time","01","475","0","210"
"20160807161376","30","02","No answer","01","345","365","10"
"20161211160772","49","01","No answer","01","330","0","200"
"20161009161787","30","02","Full time","01","420","0","466"
"20161211161960","42","02","No answer","01","575","0","60"
"20161210161125","38","01","Full time","01","455","0","115"
"20161210161924","49","01","Full time","01","600","0","660"
"20161110161036","43","02","No answer","01","568","0","120"
"20160201161748","16","02","No answer","01","330","205","273"
"20160404160612","68","01","Part time","01","377","0","345"
"20160908161184","62","01","No answer","02","735","0","195"
"20161110161518","37","02","Part time","01","500","0","99"
"20161009161033","27","02","Full time","01","510","0","90"
"20160112150052","73","02","No answer","01","545","0","585"
"20160807161429","72","01","No answer","01","390","0","535"
"20160404161428","78","01","No answer","02","160","0","360"
"20160201161349","40","02","No answer","02","675","0","90"
"20160706161075","76","02","No answer","01","500","0","215"
"20160112150592","44","02","Full time","01","610","0","410"
"20160705161209","43","02","Full time","01","375","0","285"
"20161211162427","42","01","Full time","01","480","0","660"
"20160112150033","62","02","Full time","01","360","0","320"
"20160201161585","34","02","Full time","01","600","0","405"
"20160201160568","19","01","Part time","01","720","0","130"
"20161110162244","73","02","Part time","01","690","0","495"
"20160504161102","19","02","No answer","01","510","0","518"
"20160302161457","44","01","Full time","01","420","0","250"
"20160112151695","58","02","Full time","01","455","0","683"
"20160605161099","33","02","Full time","01","655","0","120"
"20161111160684","66","02","No answer","01","745","0","480"
"20161110161010","71","02","No answer","02","525","0","330"
"20161210161983","52","01","Full time","01","332","0","60"
"20161211160981","48","01","Part time","01","356","0","0"
"20161110161658","67","01","No answer","01","520","0","510"
"20160403162088","51","02","Full time","01","505","0","240"
"20160201162493","16","02","No answer","01","415","120","260"
"20160908161463","68","02","No answer","01","330","0","600"
"20160504162531","39","01","Full time","01","430","0","270"
"20160302160696","80","02","No answer","02","525","0","707"
"20160112151555","30","01","Full time","01","465","0","355"
"20160908160838","35","01","Full time","01","390","0","90"
"20160111152046","28","01","No answer","02","180","0","0"
"20160908161205","24","02","Full time","01","540","0","100"
"20160807160893","39","02","Full time","01","540","0","285"
"20160504161600","41","01","Full time","01","540","0","60"
"20161211161684","77","02","No answer","01","629","0","475"
"20161211161918","34","01","Full time","01","420","0","130"
"20160403160092","40","02","Full time","01","560","0","75"
"20160403160518","42","02","Full time","01","589","0","60"
"20160201161576","39","02","No answer","01","470","0","60"
"20160504161396","44","02","Full time","01","510","0","255"
"20160606161657","33","02","Full time","01","652","0","105"
"20161110160944","42","02","No answer","01","570","0","240"
"20160503160938","85","02","No answer","02","760","0","315"
"20161009161255","61","02","Full time","01","515","0","98"
"20160201160788","75","02","No answer","02","568","0","535"
"20160212151953","63","02","No answer","02","420","0","855"
"20160706160917","29","02","Full time","01","600","0","145"
"20160504162242","75","02","No answer","01","450","0","220"
"20161009160621","32","02","No answer","01","680","0","265"
"20161010160107","15","01","No answer","01","561","35","197"
"20160505161976","59","02","No answer","02","420","0","630"
"20161211161469","45","01","Full time","01","360","0","0"
"20160502160809","35","02","No answer","01","519","0","60"
"20160101160578","68","01","No answer","02","480","0","959"
"20160808160971","21","01","Full time","01","480","0","494"
"20160908161030","45","01","Full time","01","690","0","225"
"20160202162085","55","01","Full time","01","600","0","220"
"20160202162155","47","02","No answer","02","540","0","805"
"20160111151911","40","02","No answer","01","420","0","100"
"20160908162288","48","02","Full time","01","585","0","320"
"20160402161941","37","02","Full time","02","510","0","220"
"20161009160009","55","02","No answer","02","690","0","450"
"20160504162517","65","02","No answer","01","450","0","455"
"20160807161204","69","01","No answer","01","460","0","930"
"20160504161342","34","01","Full time","01","450","0","330"
"20161211160941","61","01","Full time","01","360","0","85"
"20160605161821","85","02","No answer","01","465","0","505"
"20160201161072","46","02","Full time","01","390","0","249"
"20161110161093","23","02","Full time","01","720","0","405"
"20160111150822","36","02","Full time","01","502","0","154"
"20160112151491","52","01","Full time","01","480","0","335"
"20160908160705","72","02","No answer","01","477","0","194"
"20160302161298","52","01","Full time","01","430","0","273"
"20160402162435","15","01","No answer","01","480","0","825"
"20160201161393","26","02","Part time","01","485","0","120"
"20160404160664","30","02","Full time","01","170","0","120"
"20160111151902","64","01","Part time","01","240","0","800"
"20160112152395","67","01","Full time","02","384","0","162"
"20161110161362","57","01","No answer","01","814","0","90"
"20160706160588","41","02","Full time","01","425","0","300"
"20160706160587","19","01","No answer","01","599","0","831"
"20160403161106","77","02","No answer","02","570","0","537"
"20161009161384","30","01","Full time","01","440","0","32"
"20161109161418","66","01","Full time","01","420","0","78"
"20160605160812","56","01","Full time","01","360","0","230"
"20160212151574","29","02","Full time","01","590","0","80"
"20161009161572","63","02","Part time","01","470","0","388"
"20160706161036","28","02","Full time","01","475","0","0"
"20160706162427","37","01","Full time","01","710","0","490"
"20160112150727","48","02","Part time","01","390","0","513"
"20160706161165","34","01","Full time","01","480","0","390"
"20160403162334","68","02","No answer","02","510","0","490"
"20160112152012","50","01","Full time","01","410","0","555"
"20160604162272","69","01","No answer","01","495","0","525"
"20160112150932","28","02","Part time","02","550","0","105"
"20160202161088","42","01","Full time","01","465","0","180"
"20160302162322","78","02","No answer","01","600","0","480"
"20160908162014","60","01","Part time","01","462","0","120"
"20160112150014","42","01","Full time","01","485","0","315"
"20160201161901","79","02","Part time","01","465","0","270"
"20160111151103","40","02","Full time","01","476","0","90"
"20161009160177","53","02","Part time","01","653","0","190"
"20160403161233","85","02","No answer","01","630","0","185"
"20160201161427","56","02","Full time","01","305","0","210"
"20160112152129","16","02","Part time","01","640","0","190"
"20160201160891","44","01","Full time","01","440","0","454"
"20160302161434","52","01","Full time","01","450","0","155"
"20161110161021","45","02","Full time","01","420","0","288"
"20161111160831","85","02","No answer","02","375","0","600"
"20161211161556","60","02","No answer","02","600","0","390"
"20160707162181","64","01","Full time","01","361","0","55"
"20160201161731","25","02","Full time","01","600","0","145"
"20161008160112","49","01","Part time","01","420","0","610"
"20161009161590","85","01","Part time","02","530","0","433"
"20161010162227","35","01","Full time","01","630","0","120"
"20160907162171","67","01","No answer","02","480","0","910"
"20160605161362","58","01","Full time","01","390","0","311"
"20160111151153","40","01","Full time","01","550","0","60"
"20160112152335","80","02","No answer","01","420","0","528"
"20160603162390","35","01","Full time","01","620","0","275"
"20160101161816","60","02","No answer","02","540","0","305"
"20161211160014","37","02","No answer","01","510","0","570"
"20161009162277","38","02","No answer","01","580","0","500"
"20161110162215","64","01","Part time","02","510","0","667"
"20160201161155","73","02","No answer","01","510","0","375"
"20161211162012","53","01","Full time","01","630","0","420"
"20160908162163","63","01","Full time","01","495","0","300"
"20160807162129","17","01","No answer","01","820","0","355"
"20160706161293","25","01","No answer","01","388","0","408"
"20160707161377","32","02","Full time","01","570","0","180"
"20161111160859","65","01","No answer","01","540","0","575"
"20160112152323","70","01","No answer","02","480","0","930"
"20161210161780","21","01","No answer","01","330","0","1016"
"20160806162309","59","01","Full time","01","195","0","118"
"20160908161289","42","02","Full time","01","480","0","470"
"20161009162257","63","02","No answer","01","630","0","450"
"20160605162065","20","01","Part time","02","780","0","640"
"20160401161936","63","02","Part time","01","450","0","173"
"20161008161261","37","01","Part time","01","913","0","120"
"20160403161051","26","01","Part time","01","630","0","30"
"20160504160131","50","01","No answer","01","300","0","311"
"20160908160907","62","01","Part time","01","642","0","30"
"20160707161777","38","02","No answer","02","592","0","148"
"20161009162211","46","01","Full time","01","390","0","135"
"20160302161724","36","02","No answer","01","165","0","40"
"20160403162345","72","01","No answer","01","600","0","573"
"20160504161771","42","01","Full time","01","450","0","150"
"20160706160804","21","01","No answer","01","598","90","417"
"20160808161909","39","01","Full time","01","415","0","15"
"20160605161932","61","02","No answer","01","411","0","120"
"20160504161011","41","02","Full time","01","540","0","60"
"20160605162419","21","02","No answer","01","645","0","555"
"20160806162040","66","01","No answer","01","570","0","530"
"20160403160874","62","02","Full time","01","343","0","385"
"20160504162247","49","01","Full time","01","390","0","75"
"20161211161078","66","02","No answer","01","565","0","470"
"20160201161402","50","02","Full time","01","510","0","255"
"20160806161257","49","01","No answer","01","420","0","330"
"20161110161622","62","01","Full time","01","510","0","281"
"20160404161822","51","01","No answer","01","480","0","287"
"20161210162409","26","01","No answer","01","655","0","60"
"20160112151487","58","01","Full time","01","630","0","395"
"20160504162060","71","02","No answer","01","450","0","375"
"20160504161656","68","02","Full time","01","475","0","240"
"20160403161910","45","02","Full time","01","495","60","146"
"20160302162058","48","02","No answer","02","870","0","250"
"20160111151898","49","01","Full time","01","420","0","82"
"20160706160722","80","02","No answer","01","480","0","535"
"20160605162375","73","01","No answer","01","480","0","375"
"20160503161214","33","01","Full time","01","590","0","60"
"20160201160994","65","02","No answer","02","405","0","640"
"20160808161274","40","01","Full time","01","385","0","240"
"20160707162315","41","01","Full time","01","605","0","340"
"20160908161610","35","01","Full time","01","590","0","405"
"20160604160925","21","01","No answer","01","500","0","565"
"20160706161745","64","02","Full time","01","690","0","640"
"20160605160529","85","02","No answer","02","570","0","450"
"20160212151980","22","01","Full time","01","420","0","130"
"20161211161676","80","02","Part time","02","564","0","180"
"20160504161124","31","02","Full time","01","480","0","545"
"20160706162066","33","02","Full time","01","705","0","235"
"20160706162120","23","02","No answer","01","600","0","68"
"20160504162129","39","01","Full time","01","510","0","285"
"20160112151287","26","01","Full time","01","420","0","205"
"20161010160972","23","01","Full time","01","450","90","110"
"20160201161282","45","01","Full time","01","510","0","165"
"20161009160532","66","02","Full time","01","465","0","90"
"20160504161435","16","02","No answer","01","720","10","445"
"20160605161154","48","01","Full time","01","540","0","485"
"20160807162037","69","01","No answer","01","450","0","280"
"20160302161660","69","02","No answer","01","668","0","120"
"20161009161769","50","01","Full time","01","180","0","90"
"20160605162463","62","02","Part time","01","330","0","503"
"20160807161344","30","01","Full time","01","450","0","175"
"20160101161511","27","01","No answer","01","565","90","545"
"20161110162321","55","01","Full time","01","690","0","290"
"20160301162182","36","02","Full time","01","375","0","40"
"20160403162385","62","02","Full time","01","489","0","125"
"20160402160587","24","02","Full time","01","785","0","95"
"20161110161801","69","01","No answer","01","480","0","185"
"20160705161540","48","02","Full time","01","295","0","110"
"20160504161020","66","01","Part time","02","1015","0","205"
"20160503161958","36","02","Part time","01","450","0","0"
"20160706160127","32","01","No answer","01","522","0","517"
"20160605160715","33","01","Full time","01","590","0","130"
"20160605160592","17","02","No answer","01","825","0","173"
"20160706160055","61","02","Part time","01","420","0","110"
"20160504162451","59","02","No answer","01","375","0","280"
"20160403162254","76","02","No answer","01","600","0","90"
"20160908161698","24","02","No answer","01","645","0","280"
"20160604162002","74","01","Full time","01","415","0","30"
"20161211160551","74","01","No answer","01","450","0","450"
"20160101161907","57","02","No answer","02","930","0","355"
"20160605160987","68","01","No answer","02","267","0","775"
"20160807162385","32","02","Full time","01","450","0","200"
"20160201161264","33","02","Full time","01","510","0","75"
"20160403161934","32","02","No answer","01","540","0","70"
"20160806162355","41","02","Part time","02","612","0","312"
"20160201161843","70","02","No answer","01","800","0","240"
"20160706161946","68","02","Part time","01","435","0","112"
"20160605161328","64","01","No answer","01","650","0","675"
"20160112152476","68","01","No answer","02","540","0","685"
"20160706162038","36","01","Full time","01","450","0","92"
"20161111160116","38","01","Full time","01","465","0","108"
"20161009161522","25","02","Full time","01","580","0","115"
"20161010161767","23","02","Full time","01","200","0","250"
"20160505160538","61","02","Full time","02","544","0","80"
"20160301160728","22","02","Full time","01","300","0","155"
"20160201161599","73","02","Part time","01","493","0","315"
"20160505162310","63","01","Full time","01","455","0","540"
"20161110161037","37","01","Full time","01","455","0","180"
"20160202162126","74","01","No answer","01","500","0","258"
"20161110162012","80","01","No answer","01","600","0","245"
"20161211161666","60","02","Full time","01","660","0","300"
"20160402161764","48","02","Full time","01","630","0","345"
"20160112152516","43","02","Full time","01","599","0","417"
"20160908160912","76","01","No answer","01","420","0","710"
"20160504161288","77","01","No answer","01","630","0","540"
"20160403162397","30","02","No answer","01","320","0","60"
"20161009162275","52","02","Part time","01","480","0","265"
"20160706161586","69","02","No answer","01","553","0","523"
"20160101161372","51","02","No answer","01","600","0","240"
"20160202160993","41","01","Full time","01","480","0","165"
"20160807162546","26","02","No answer","01","600","0","269"
"20160806160763","17","02","No answer","01","695","0","120"
"20160403162375","16","02","Part time","01","585","0","420"
"20160112152183","50","01","Full time","01","455","0","60"
"20160111151139","28","02","Full time","01","430","0","150"
"20160605162322","33","02","Part time","01","620","0","180"
"20160908161575","61","02","Full time","01","720","0","185"
"20160908161387","61","01","No answer","02","1005","0","390"
"20160202161735","44","02","Full time","01","774","0","465"
"20160706161809","46","01","Full time","01","525","0","170"
